t [yr], r [pc]
168023.09, 32.60
168145.78, 32.60
168268.48, 32.61
168391.18, 32.62
168513.88, 32.62
168636.58, 32.63
168759.28, 32.64
168881.98, 32.65
169004.68, 32.65
169127.37, 32.66
169250.07, 32.67
169372.77, 32.68
169495.47, 32.68
169618.17, 32.69
169740.87, 32.70
169863.57, 32.70
169986.27, 32.71
170108.96, 32.72
170231.66, 32.73
170354.36, 32.73
170477.06, 32.74
170599.76, 32.75
170722.46, 32.75
170845.16, 32.76
170967.86, 32.77
171090.55, 32.78
171213.25, 32.78
171335.95, 32.79
171458.65, 32.80
171581.35, 32.80
171704.05, 32.81
171826.75, 32.82
171949.44, 32.83
172072.14, 32.83
172194.84, 32.84
172317.54, 32.85
172440.24, 32.86
172562.94, 32.86
172685.64, 32.87
172808.34, 32.88
172931.03, 32.88
173053.73, 32.89
173176.43, 32.90
173299.13, 32.90
173421.83, 32.91
173544.53, 32.92
173667.23, 32.93
173789.93, 32.93
173912.62, 32.94
174035.32, 32.95
174158.02, 32.95
174280.72, 32.96
174403.42, 32.97
174526.12, 32.98
174648.82, 32.98
174771.52, 32.99
174894.21, 33.00
175016.91, 33.00
175139.61, 33.01
175262.31, 33.02
175385.01, 33.03
175507.71, 33.03
175630.41, 33.04
175753.11, 33.05
175875.80, 33.05
175998.50, 33.06
176121.20, 33.07
176243.90, 33.07
176366.60, 33.08
176489.30, 33.09
176612.00, 33.10
176734.70, 33.10
176857.39, 33.11
176980.09, 33.12
177102.79, 33.12
177225.49, 33.13
177348.19, 33.14
177470.89, 33.14
177593.59, 33.15
177716.28, 33.16
177838.98, 33.17
177961.68, 33.17
178084.38, 33.18
178207.08, 33.19
178329.78, 33.19
178452.48, 33.20
178575.18, 33.21
178697.87, 33.21
178820.57, 33.22
178943.27, 33.23
179065.97, 33.24
179188.67, 33.24
179311.37, 33.25
179434.07, 33.26
179556.77, 33.26
179679.46, 33.27
179802.16, 33.28
179924.86, 33.28
180047.56, 33.29
180170.26, 33.30
180292.96, 33.31
180415.66, 33.31
180538.36, 33.32
180661.05, 33.33
180783.75, 33.33
180906.45, 33.34
181029.15, 33.35
181151.85, 33.35
181274.55, 33.36
181397.25, 33.37
181519.95, 33.37
181642.64, 33.38
181765.34, 33.39
181888.04, 33.39
182010.74, 33.40
182133.44, 33.41
182256.14, 33.42
182378.84, 33.42
182501.53, 33.43
182624.23, 33.44
182746.93, 33.44
182869.63, 33.45
182992.33, 33.46
183115.03, 33.46
183237.73, 33.47
183360.43, 33.48
183483.12, 33.48
183605.82, 33.49
183728.52, 33.50
183851.22, 33.50
183973.92, 33.51
184096.62, 33.52
184219.32, 33.52
184342.02, 33.53
184464.71, 33.54
184587.41, 33.55
184710.11, 33.55
184832.81, 33.56
184955.51, 33.57
185078.21, 33.57
185200.91, 33.58
185323.61, 33.59
185446.30, 33.59
185569.00, 33.60
185691.70, 33.61
185814.40, 33.61
185937.10, 33.62
186059.80, 33.63
186182.50, 33.63
186305.20, 33.64
186427.89, 33.65
186550.59, 33.65
186673.29, 33.66
186795.99, 33.67
186918.69, 33.67
187041.39, 33.68
187164.09, 33.69
187286.78, 33.69
187409.48, 33.70
187532.18, 33.71
187654.88, 33.71
187777.58, 33.72
187900.28, 33.73
188022.98, 33.73
188145.68, 33.74
188268.37, 33.75
188391.07, 33.75
188513.77, 33.76
188636.47, 33.77
188759.17, 33.77
188881.87, 33.78
189004.57, 33.79
189127.27, 33.80
189249.96, 33.80
189372.66, 33.81
189495.36, 33.82
189618.06, 33.82
189740.76, 33.83
189863.46, 33.84
189986.16, 33.84
190108.86, 33.85
190231.55, 33.86
190354.25, 33.86
190476.95, 33.87
190599.65, 33.88
190722.35, 33.88
190845.05, 33.89
190967.75, 33.90
191090.45, 33.90
191213.14, 33.91
191335.84, 33.91
191458.54, 33.92
191581.24, 33.93
191703.94, 33.93
191826.64, 33.94
191949.34, 33.95
192072.04, 33.95
192194.73, 33.96
192317.43, 33.97
192440.13, 33.97
192562.83, 33.98
192685.53, 33.99
192808.23, 33.99
192930.93, 34.00
193053.62, 34.01
193176.32, 34.01
193299.02, 34.02
193421.72, 34.03
193544.42, 34.03
193667.12, 34.04
193789.82, 34.05
193912.52, 34.05
194035.21, 34.06
194157.91, 34.07
194280.61, 34.07
194403.31, 34.08
194526.01, 34.09
194648.71, 34.09
194771.41, 34.10
194894.11, 34.11
195016.80, 34.11
195139.50, 34.12
195262.20, 34.13
195384.90, 34.13
195507.60, 34.14
195630.30, 34.15
195753.00, 34.15
195875.70, 34.16
195998.39, 34.16
196121.09, 34.17
196243.79, 34.18
196366.49, 34.18
196489.19, 34.19
196611.89, 34.20
196734.59, 34.20
196857.29, 34.21
196979.98, 34.22
197102.68, 34.22
197225.38, 34.23
197348.08, 34.24
197470.78, 34.24
197593.48, 34.25
197716.18, 34.26
197838.87, 34.26
197961.57, 34.27
198084.27, 34.28
198206.97, 34.28
198329.67, 34.29
198452.37, 34.29
198575.07, 34.30
198697.77, 34.31
198820.46, 34.31
198943.16, 34.32
199065.86, 34.33
199188.56, 34.33
199311.26, 34.34
199433.96, 34.35
199556.66, 34.35
199679.36, 34.36
199802.05, 34.37
199924.75, 34.37
200047.45, 34.38
200170.15, 34.39
200292.85, 34.39
200415.55, 34.40
200538.25, 34.40
200660.95, 34.41
200783.64, 34.42
200906.34, 34.42
201029.04, 34.43
201151.74, 34.44
201274.44, 34.44
201397.14, 34.45
201519.84, 34.46
201642.54, 34.46
201765.23, 34.47
201887.93, 34.47
202010.63, 34.48
202133.33, 34.49
202256.03, 34.49
202378.73, 34.50
202501.43, 34.51
202624.12, 34.51
202746.82, 34.52
202869.52, 34.53
202992.22, 34.53
203114.92, 34.54
203237.62, 34.54
203360.32, 34.55
203483.02, 34.56
203605.71, 34.56
203728.41, 34.57
203851.11, 34.58
203973.81, 34.58
204096.51, 34.59
204219.21, 34.60
204341.91, 34.60
204464.61, 34.61
204587.30, 34.61
204710.00, 34.62
204832.70, 34.63
204955.40, 34.63
205078.10, 34.64
205200.80, 34.65
205323.50, 34.65
205446.20, 34.66
205568.89, 34.67
205691.59, 34.67
205814.29, 34.68
205936.99, 34.68
206059.69, 34.69
206182.39, 34.70
206305.09, 34.70
206427.79, 34.71
206550.48, 34.72
206673.18, 34.72
206795.88, 34.73
206918.58, 34.73
207041.28, 34.74
207163.98, 34.75
207286.68, 34.75
207409.38, 34.76
207532.07, 34.77
207654.77, 34.77
207777.47, 34.78
207900.17, 34.78
208022.87, 34.79
208145.57, 34.80
208268.27, 34.80
208390.96, 34.81
208513.66, 34.82
208636.36, 34.82
208759.06, 34.83
208881.76, 34.83
209004.46, 34.84
209127.16, 34.85
209249.86, 34.85
209372.55, 34.86
209495.25, 34.87
209617.95, 34.87
209740.65, 34.88
209863.35, 34.88
209986.05, 34.89
210108.75, 34.90
210231.45, 34.90
210354.14, 34.91
210476.84, 34.92
210599.54, 34.92
210722.24, 34.93
210844.94, 34.93
210967.64, 34.94
211090.34, 34.95
211213.04, 34.95
211335.73, 34.96
211458.43, 34.96
211581.13, 34.97
211703.83, 34.98
211826.53, 34.98
211949.23, 34.99
212071.93, 35.00
212194.63, 35.00
212317.32, 35.01
212440.02, 35.01
212562.72, 35.02
212685.42, 35.03
212808.12, 35.03
212930.82, 35.04
213053.52, 35.04
213176.21, 35.05
213298.91, 35.06
213421.61, 35.06
213544.31, 35.07
213667.01, 35.08
213789.71, 35.08
213912.41, 35.09
214035.11, 35.09
214157.80, 35.10
214280.50, 35.11
214403.20, 35.11
214525.90, 35.12
214648.60, 35.12
214771.30, 35.13
214894.00, 35.14
215016.70, 35.14
215139.39, 35.15
215262.09, 35.16
215384.79, 35.16
215507.49, 35.17
215630.19, 35.17
215752.89, 35.18
215875.59, 35.19
215998.29, 35.19
216120.98, 35.20
216243.68, 35.20
216366.38, 35.21
216489.08, 35.22
216611.78, 35.22
216734.48, 35.23
216857.18, 35.23
216979.88, 35.24
217102.57, 35.25
217225.27, 35.25
217347.97, 35.26
217470.67, 35.26
217593.37, 35.27
217716.07, 35.28
217838.77, 35.28
217961.46, 35.29
218084.16, 35.29
218206.86, 35.30
218329.56, 35.31
218452.26, 35.31
218574.96, 35.32
218697.66, 35.32
218820.36, 35.33
218943.05, 35.34
219065.75, 35.34
219188.45, 35.35
219311.15, 35.36
219433.85, 35.36
219556.55, 35.37
219679.25, 35.37
219801.95, 35.38
219924.64, 35.39
220047.34, 35.39
220170.04, 35.40
220292.74, 35.40
220415.44, 35.41
220538.14, 35.42
220660.84, 35.42
220783.54, 35.43
220906.23, 35.43
221028.93, 35.44
221151.63, 35.45
221274.33, 35.45
221397.03, 35.46
221519.73, 35.46
221642.43, 35.47
221765.13, 35.48
221887.82, 35.48
222010.52, 35.49
222133.22, 35.49
222255.92, 35.50
222378.62, 35.50
222501.32, 35.51
222624.02, 35.52
222746.72, 35.52
222869.41, 35.53
222992.11, 35.53
223114.81, 35.54
223237.51, 35.55
223360.21, 35.55
223482.91, 35.56
223605.61, 35.56
223728.30, 35.57
223851.00, 35.58
223973.70, 35.58
224096.40, 35.59
224219.10, 35.59
224341.80, 35.60
224464.50, 35.61
224587.20, 35.61
224709.89, 35.62
224832.59, 35.62
224955.29, 35.63
225077.99, 35.64
225200.69, 35.64
225323.39, 35.65
225446.09, 35.65
225568.79, 35.66
225691.48, 35.67
225814.18, 35.67
225936.88, 35.68
226059.58, 35.68
226182.28, 35.69
226304.98, 35.69
226427.68, 35.70
226550.38, 35.71
226673.07, 35.71
226795.77, 35.72
226918.47, 35.72
227041.17, 35.73
227163.87, 35.74
227286.57, 35.74
227409.27, 35.75
227531.97, 35.75
227654.66, 35.76
227777.36, 35.76
227900.06, 35.77
228022.76, 35.78
228145.46, 35.78
228268.16, 35.79
228390.86, 35.79
228513.55, 35.80
228636.25, 35.81
228758.95, 35.81
228881.65, 35.82
229004.35, 35.82
229127.05, 35.83
229249.75, 35.84
229372.45, 35.84
229495.14, 35.85
229617.84, 35.85
229740.54, 35.86
229863.24, 35.86
229985.94, 35.87
230108.64, 35.88
230231.34, 35.88
230354.04, 35.89
230476.73, 35.89
230599.43, 35.90
230722.13, 35.91
230844.83, 35.91
230967.53, 35.92
231090.23, 35.92
231212.93, 35.93
231335.63, 35.93
231458.32, 35.94
231581.02, 35.95
231703.72, 35.95
231826.42, 35.96
231949.12, 35.96
232071.82, 35.97
232194.52, 35.97
232317.22, 35.98
232439.91, 35.99
232562.61, 35.99
232685.31, 36.00
232808.01, 36.00
232930.71, 36.01
233053.41, 36.01
233176.11, 36.02
233298.80, 36.03
233421.50, 36.03
233544.20, 36.04
233666.90, 36.04
233789.60, 36.05
233912.30, 36.06
234035.00, 36.06
234157.70, 36.07
234280.39, 36.07
234403.09, 36.08
234525.79, 36.08
234648.49, 36.09
234771.19, 36.10
234893.89, 36.10
235016.59, 36.11
235139.29, 36.11
235261.98, 36.12
235384.68, 36.12
235507.38, 36.13
235630.08, 36.14
235752.78, 36.14
235875.48, 36.15
235998.18, 36.15
236120.88, 36.16
236243.57, 36.16
236366.27, 36.17
236488.97, 36.18
236611.67, 36.18
236734.37, 36.19
236857.07, 36.19
236979.77, 36.20
237102.47, 36.20
237225.16, 36.21
237347.86, 36.22
237470.56, 36.22
237593.26, 36.23
237715.96, 36.23
237838.66, 36.24
237961.36, 36.24
238084.06, 36.25
238206.75, 36.26
238329.45, 36.26
238452.15, 36.27
238574.85, 36.27
238697.55, 36.28
238820.25, 36.28
238942.95, 36.29
239065.64, 36.30
239188.34, 36.30
239311.04, 36.31
239433.74, 36.31
239556.44, 36.32
239679.14, 36.32
239801.84, 36.33
239924.54, 36.33
240047.23, 36.34
240169.93, 36.35
240292.63, 36.35
240415.33, 36.36
240538.03, 36.36
240660.73, 36.37
240783.43, 36.37
240906.13, 36.38
241028.82, 36.39
241151.52, 36.39
241274.22, 36.40
241396.92, 36.40
241519.62, 36.41
241642.32, 36.41
241765.02, 36.42
241887.72, 36.42
242010.41, 36.43
242133.11, 36.44
242255.81, 36.44
242378.51, 36.45
242501.21, 36.45
242623.91, 36.46
242746.61, 36.46
242869.31, 36.47
242992.00, 36.48
243114.70, 36.48
243237.40, 36.49
243360.10, 36.49
243482.80, 36.50
243605.50, 36.50
243728.20, 36.51
243850.89, 36.51
243973.59, 36.52
244096.29, 36.53
244218.99, 36.53
244341.69, 36.54
244464.39, 36.54
244587.09, 36.55
244709.79, 36.55
244832.48, 36.56
244955.18, 36.56
245077.88, 36.57
245200.58, 36.58
245323.28, 36.58
245445.98, 36.59
245568.68, 36.59
245691.38, 36.60
245814.07, 36.60
245936.77, 36.61
246059.47, 36.61
246182.17, 36.62
246304.87, 36.63
246427.57, 36.63
246550.27, 36.64
246672.97, 36.64
246795.66, 36.65
246918.36, 36.65
247041.06, 36.66
247163.76, 36.66
247286.46, 36.67
247409.16, 36.68
247531.86, 36.68
247654.56, 36.69
247777.25, 36.69
247899.95, 36.70
248022.65, 36.70
248145.35, 36.71
248268.05, 36.71
248390.75, 36.72
248513.45, 36.73
248636.14, 36.73
248758.84, 36.74
248881.54, 36.74
249004.24, 36.75
249126.94, 36.75
249249.64, 36.76
249372.34, 36.76
249495.04, 36.77
249617.73, 36.77
249740.43, 36.78
249863.13, 36.79
249985.83, 36.79
250108.53, 36.80
250231.23, 36.80
250353.93, 36.81
250476.63, 36.81
250599.32, 36.82
250722.02, 36.82
250844.72, 36.83
250967.42, 36.83
251090.12, 36.84
251212.82, 36.85
251335.52, 36.85
251458.22, 36.86
251580.91, 36.86
251703.61, 36.87
251826.31, 36.87
251949.01, 36.88
252071.71, 36.88
252194.41, 36.89
252317.11, 36.90
252439.81, 36.90
252562.50, 36.91
252685.20, 36.91
252807.90, 36.92
252930.60, 36.92
253053.30, 36.93
253176.00, 36.93
253298.70, 36.94
253421.40, 36.94
253544.09, 36.95
253666.79, 36.95
253789.49, 36.96
253912.19, 36.97
254034.89, 36.97
254157.59, 36.98
254280.29, 36.98
254402.98, 36.99
254525.68, 36.99
254648.38, 37.00
254771.08, 37.00
254893.78, 37.01
255016.48, 37.01
255139.18, 37.02
255261.88, 37.03
255384.57, 37.03
255507.27, 37.04
255629.97, 37.04
255752.67, 37.05
255875.37, 37.05
255998.07, 37.06
256120.77, 37.06
256243.47, 37.07
256366.16, 37.07
256488.86, 37.08
256611.56, 37.08
256734.26, 37.09
256856.96, 37.10
256979.66, 37.10
257102.36, 37.11
257225.06, 37.11
257347.75, 37.12
257470.45, 37.12
257593.15, 37.13
257715.85, 37.13
257838.55, 37.14
257961.25, 37.14
258083.95, 37.15
258206.65, 37.15
258329.34, 37.16
258452.04, 37.17
258574.74, 37.17
258697.44, 37.18
258820.14, 37.18
258942.84, 37.19
259065.54, 37.19
259188.23, 37.20
259310.93, 37.20
259433.63, 37.21
259556.33, 37.21
259679.03, 37.22
259801.73, 37.22
259924.43, 37.23
260047.13, 37.23
260169.82, 37.24
260292.52, 37.25
260415.22, 37.25
260537.92, 37.26
260660.62, 37.26
260783.32, 37.27
260906.02, 37.27
261028.72, 37.28
261151.41, 37.28
261274.11, 37.29
261396.81, 37.29
261519.51, 37.30
261642.21, 37.30
261764.91, 37.31
261887.61, 37.31
262010.31, 37.32
262133.00, 37.33
262255.70, 37.33
262378.40, 37.34
262501.10, 37.34
262623.80, 37.35
262746.50, 37.35
262869.20, 37.36
262991.90, 37.36
263114.59, 37.37
263237.29, 37.37
263359.99, 37.38
263482.69, 37.38
263605.39, 37.39
263728.09, 37.39
263850.79, 37.40
263973.49, 37.40
264096.18, 37.41
264218.88, 37.42
264341.58, 37.42
264464.28, 37.43
264586.98, 37.43
264709.68, 37.44
264832.38, 37.44
264955.07, 37.45
265077.77, 37.45
265200.47, 37.46
265323.17, 37.46
265445.87, 37.47
265568.57, 37.47
265691.27, 37.48
265813.97, 37.48
265936.66, 37.49
266059.36, 37.49
266182.06, 37.50
266304.76, 37.50
266427.46, 37.51
266550.16, 37.52
266672.86, 37.52
266795.56, 37.53
266918.25, 37.53
267040.95, 37.54
267163.65, 37.54
267286.35, 37.55
267409.05, 37.55
267531.75, 37.56
267654.45, 37.56
267777.15, 37.57
267899.84, 37.57
268022.54, 37.58
268145.24, 37.58
268267.94, 37.59
268390.64, 37.59
268513.34, 37.60
268636.04, 37.60
268758.74, 37.61
268881.43, 37.61
269004.13, 37.62
269126.83, 37.62
269249.53, 37.63
269372.23, 37.64
269494.93, 37.64
269617.63, 37.65
269740.32, 37.65
269863.02, 37.66
269985.72, 37.66
270108.42, 37.67
270231.12, 37.67
270353.82, 37.68
270476.52, 37.68
270599.22, 37.69
270721.91, 37.69
270844.61, 37.70
270967.31, 37.70
271090.01, 37.71
271212.71, 37.71
271335.41, 37.72
271458.11, 37.72
271580.81, 37.73
271703.50, 37.73
271826.20, 37.74
271948.90, 37.74
272071.60, 37.75
272194.30, 37.75
272317.00, 37.76
272439.70, 37.76
272562.40, 37.77
272685.09, 37.78
272807.79, 37.78
272930.49, 37.79
273053.19, 37.79
273175.89, 37.80
273298.59, 37.80
273421.29, 37.81
273543.99, 37.81
273666.68, 37.82
273789.38, 37.82
273912.08, 37.83
274034.78, 37.83
274157.48, 37.84
274280.18, 37.84
274402.88, 37.85
274525.57, 37.85
274648.27, 37.86
274770.97, 37.86
274893.67, 37.87
275016.37, 37.87
275139.07, 37.88
275261.77, 37.88
275384.47, 37.89
275507.16, 37.89
275629.86, 37.90
275752.56, 37.90
275875.26, 37.91
275997.96, 37.91
276120.66, 37.92
276243.36, 37.92
276366.06, 37.93
276488.75, 37.93
276611.45, 37.94
276734.15, 37.94
276856.85, 37.95
276979.55, 37.95
277102.25, 37.96
277224.95, 37.96
277347.65, 37.97
277470.34, 37.98
277593.04, 37.98
277715.74, 37.99
277838.44, 37.99
277961.14, 38.00
278083.84, 38.00
278206.54, 38.01
278329.24, 38.01
278451.93, 38.02
278574.63, 38.02
278697.33, 38.03
278820.03, 38.03
278942.73, 38.04
279065.43, 38.04
279188.13, 38.05
279310.83, 38.05
279433.52, 38.06
279556.22, 38.06
279678.92, 38.07
279801.62, 38.07
279924.32, 38.08
280047.02, 38.08
280169.72, 38.09
280292.41, 38.09
280415.11, 38.10
280537.81, 38.10
280660.51, 38.11
280783.21, 38.11
280905.91, 38.12
281028.61, 38.12
281151.31, 38.13
281274.00, 38.13
281396.70, 38.14
281519.40, 38.14
281642.10, 38.15
281764.80, 38.15
281887.50, 38.16
282010.20, 38.16
282132.90, 38.17
282255.59, 38.17
282378.29, 38.18
282500.99, 38.18
282623.69, 38.19
282746.39, 38.19
282869.09, 38.20
282991.79, 38.20
283114.49, 38.21
283237.18, 38.21
283359.88, 38.22
283482.58, 38.22
283605.28, 38.23
283727.98, 38.23
283850.68, 38.24
283973.38, 38.24
284096.08, 38.25
284218.77, 38.25
284341.47, 38.26
284464.17, 38.26
284586.87, 38.27
284709.57, 38.27
284832.27, 38.28
284954.97, 38.28
285077.66, 38.29
285200.36, 38.29
285323.06, 38.30
285445.76, 38.30
285568.46, 38.31
285691.16, 38.31
285813.86, 38.32
285936.56, 38.32
286059.25, 38.33
286181.95, 38.33
286304.65, 38.34
286427.35, 38.34
286550.05, 38.35
286672.75, 38.35
286795.45, 38.36
286918.15, 38.36
287040.84, 38.37
287163.54, 38.37
287286.24, 38.38
287408.94, 38.38
287531.64, 38.39
287654.34, 38.39
287777.04, 38.40
287899.74, 38.40
288022.43, 38.41
288145.13, 38.41
288267.83, 38.42
288390.53, 38.42
288513.23, 38.43
288635.93, 38.43
288758.63, 38.44
288881.33, 38.44
289004.02, 38.45
289126.72, 38.45
289249.42, 38.46
289372.12, 38.46
289494.82, 38.47
289617.52, 38.47
289740.22, 38.48
289862.91, 38.48
289985.61, 38.49
290108.31, 38.49
290231.01, 38.50
290353.71, 38.50
290476.41, 38.51
290599.11, 38.51
290721.81, 38.52
290844.50, 38.52
290967.20, 38.53
291089.90, 38.53
291212.60, 38.54
291335.30, 38.54
291458.00, 38.55
291580.70, 38.55
291703.40, 38.56
291826.09, 38.56
291948.79, 38.57
292071.49, 38.57
292194.19, 38.58
292316.89, 38.58
292439.59, 38.59
292562.29, 38.59
292684.99, 38.60
292807.68, 38.60
292930.38, 38.60
293053.08, 38.61
293175.78, 38.61
293298.48, 38.62
293421.18, 38.62
293543.88, 38.63
293666.58, 38.63
293789.27, 38.64
293911.97, 38.64
294034.67, 38.65
294157.37, 38.65
294280.07, 38.66
294402.77, 38.66
294525.47, 38.67
294648.17, 38.67
294770.86, 38.68
294893.56, 38.68
295016.26, 38.69
295138.96, 38.69
295261.66, 38.70
295384.36, 38.70
295507.06, 38.71
295629.75, 38.71
295752.45, 38.72
295875.15, 38.72
295997.85, 38.73
296120.55, 38.73
296243.25, 38.74
296365.95, 38.74
296488.65, 38.75
296611.34, 38.75
296734.04, 38.76
296856.74, 38.76
296979.44, 38.77
297102.14, 38.77
297224.84, 38.78
297347.54, 38.78
297470.24, 38.79
297592.93, 38.79
297715.63, 38.79
297838.33, 38.80
297961.03, 38.80
298083.73, 38.81
298206.43, 38.81
298329.13, 38.82
298451.83, 38.82
298574.52, 38.83
298697.22, 38.83
298819.92, 38.84
298942.62, 38.84
299065.32, 38.85
299188.02, 38.85
299310.72, 38.86
299433.42, 38.86
299556.11, 38.87
299678.81, 38.87
299801.51, 38.88
299924.21, 38.88
300046.91, 38.89
300169.61, 38.89
300292.31, 38.90
300415.00, 38.90
300537.70, 38.91
300660.40, 38.91
300783.10, 38.92
300905.80, 38.92
301028.50, 38.93
301151.20, 38.93
301273.90, 38.93
301396.59, 38.94
301519.29, 38.94
301641.99, 38.95
301764.69, 38.95
301887.39, 38.96
302010.09, 38.96
302132.79, 38.97
302255.49, 38.97
302378.18, 38.98
302500.88, 38.98
302623.58, 38.99
302746.28, 38.99
302868.98, 39.00
302991.68, 39.00
303114.38, 39.01
303237.08, 39.01
303359.77, 39.02
303482.47, 39.02
303605.17, 39.03
303727.87, 39.03
303850.57, 39.04
303973.27, 39.04
304095.97, 39.05
304218.67, 39.05
304341.36, 39.05
304464.06, 39.06
304586.76, 39.06
304709.46, 39.07
304832.16, 39.07
304954.86, 39.08
305077.56, 39.08
305200.25, 39.09
305322.95, 39.09
305445.65, 39.10
305568.35, 39.10
305691.05, 39.11
305813.75, 39.11
305936.45, 39.12
306059.15, 39.12
306181.84, 39.13
306304.54, 39.13
306427.24, 39.14
306549.94, 39.14
306672.64, 39.15
306795.34, 39.15
306918.04, 39.15
307040.74, 39.16
307163.43, 39.16
307286.13, 39.17
307408.83, 39.17
307531.53, 39.18
307654.23, 39.18
307776.93, 39.19
307899.63, 39.19
308022.33, 39.20
308145.02, 39.20
308267.72, 39.21
308390.42, 39.21
308513.12, 39.22
308635.82, 39.22
308758.52, 39.23
308881.22, 39.23
309003.92, 39.24
309126.61, 39.24
309249.31, 39.24
309372.01, 39.25
309494.71, 39.25
309617.41, 39.26
309740.11, 39.26
309862.81, 39.27
309985.51, 39.27
310108.20, 39.28
310230.90, 39.28
310353.60, 39.29
310476.30, 39.29
310599.00, 39.30
310721.70, 39.30
310844.40, 39.31
310967.09, 39.31
311089.79, 39.32
311212.49, 39.32
311335.19, 39.32
311457.89, 39.33
311580.59, 39.33
311703.29, 39.34
311825.99, 39.34
311948.68, 39.35
312071.38, 39.35
312194.08, 39.36
312316.78, 39.36
312439.48, 39.37
312562.18, 39.37
312684.88, 39.38
312807.58, 39.38
312930.27, 39.39
313052.97, 39.39
313175.67, 39.39
313298.37, 39.40
313421.07, 39.40
313543.77, 39.41
313666.47, 39.41
313789.17, 39.42
313911.86, 39.42
314034.56, 39.43
314157.26, 39.43
314279.96, 39.44
314402.66, 39.44
314525.36, 39.45
314648.06, 39.45
314770.76, 39.46
314893.45, 39.46
315016.15, 39.46
315138.85, 39.47
315261.55, 39.47
315384.25, 39.48
315506.95, 39.48
315629.65, 39.49
315752.34, 39.49
315875.04, 39.50
315997.74, 39.50
316120.44, 39.51
316243.14, 39.51
316365.84, 39.52
316488.54, 39.52
316611.24, 39.53
316733.93, 39.53
316856.63, 39.53
316979.33, 39.54
317102.03, 39.54
317224.73, 39.55
317347.43, 39.55
317470.13, 39.56
317592.83, 39.56
317715.52, 39.57
317838.22, 39.57
317960.92, 39.58
318083.62, 39.58
318206.32, 39.59
318329.02, 39.59
318451.72, 39.59
318574.42, 39.60
318697.11, 39.60
318819.81, 39.61
318942.51, 39.61
319065.21, 39.62
319187.91, 39.62
319310.61, 39.63
319433.31, 39.63
319556.01, 39.64
319678.70, 39.64
319801.40, 39.65
319924.10, 39.65
320046.80, 39.65
320169.50, 39.66
320292.20, 39.66
320414.90, 39.67
320537.59, 39.67
320660.29, 39.68
320782.99, 39.68
320905.69, 39.69
321028.39, 39.69
321151.09, 39.70
321273.79, 39.70
321396.49, 39.71
321519.18, 39.71
321641.88, 39.71
321764.58, 39.72
321887.28, 39.72
322009.98, 39.73
322132.68, 39.73
322255.38, 39.74
322378.08, 39.74
322500.77, 39.75
322623.47, 39.75
322746.17, 39.76
322868.87, 39.76
322991.57, 39.76
323114.27, 39.77
323236.97, 39.77
323359.67, 39.78
323482.36, 39.78
323605.06, 39.79
323727.76, 39.79
323850.46, 39.80
323973.16, 39.80
324095.86, 39.81
324218.56, 39.81
324341.26, 39.82
324463.95, 39.82
324586.65, 39.82
324709.35, 39.83
324832.05, 39.83
324954.75, 39.84
325077.45, 39.84
325200.15, 39.85
325322.85, 39.85
325445.54, 39.86
325568.24, 39.86
325690.94, 39.87
325813.64, 39.87
325936.34, 39.87
326059.04, 39.88
326181.74, 39.88
326304.43, 39.89
326427.13, 39.89
326549.83, 39.90
326672.53, 39.90
326795.23, 39.91
326917.93, 39.91
327040.63, 39.92
327163.33, 39.92
327286.02, 39.92
327408.72, 39.93
327531.42, 39.93
327654.12, 39.94
327776.82, 39.94
327899.52, 39.95
328022.22, 39.95
328144.92, 39.96
328267.61, 39.96
328390.31, 39.97
328513.01, 39.97
328635.71, 39.97
328758.41, 39.98
328881.11, 39.98
329003.81, 39.99
329126.51, 39.99
329249.20, 40.00
329371.90, 40.00
329494.60, 40.01
329617.30, 40.01
329740.00, 40.01
329862.70, 40.02
329985.40, 40.02
330108.10, 40.03
330230.79, 40.03
330353.49, 40.04
330476.19, 40.04
330598.89, 40.05
330721.59, 40.05
330844.29, 40.06
330966.99, 40.06
331089.68, 40.06
331212.38, 40.07
331335.08, 40.07
331457.78, 40.08
331580.48, 40.08
331703.18, 40.09
331825.88, 40.09
331948.58, 40.10
332071.27, 40.10
332193.97, 40.10
332316.67, 40.11
332439.37, 40.11
332562.07, 40.12
332684.77, 40.12
332807.47, 40.13
332930.17, 40.13
333052.86, 40.14
333175.56, 40.14
333298.26, 40.15
333420.96, 40.15
333543.66, 40.15
333666.36, 40.16
333789.06, 40.16
333911.76, 40.17
334034.45, 40.17
334157.15, 40.18
334279.85, 40.18
334402.55, 40.19
334525.25, 40.19
334647.95, 40.19
334770.65, 40.20
334893.35, 40.20
335016.04, 40.21
335138.74, 40.21
335261.44, 40.22
335384.14, 40.22
335506.84, 40.23
335629.54, 40.23
335752.24, 40.23
335874.93, 40.24
335997.63, 40.24
336120.33, 40.25
336243.03, 40.25
336365.73, 40.26
336488.43, 40.26
336611.13, 40.27
336733.83, 40.27
336856.52, 40.27
336979.22, 40.28
337101.92, 40.28
337224.62, 40.29
337347.32, 40.29
337470.02, 40.30
337592.72, 40.30
337715.42, 40.31
337838.11, 40.31
337960.81, 40.31
338083.51, 40.32
338206.21, 40.32
338328.91, 40.33
338451.61, 40.33
338574.31, 40.34
338697.01, 40.34
338819.70, 40.35
338942.40, 40.35
339065.10, 40.35
339187.80, 40.36
339310.50, 40.36
339433.20, 40.37
