Handmade catalog of Pulsars outside SNRs from the ATNF
#, NAME, P0 (s), P1
1581, B1813-26, dls73, 0.592885190625, 11, lbs+20, 6.650E-17, 4, lbs+20 
1582, J1816+4510, slr+14, 0.0031931035538505, 2, slr+14, 4.310E-20, 1, slr+14 
1583, J1816-5643, jbo+09, 0.2179228818474, 13, jbo+09, 0.00193E-15, 6, jbo+09 
1584, J1817-0743, lfl+06, 0.438095346909, 18, lfl+06, -2.3E-18, 83, lfl+06 
1585, J1817-1511, hfs+04, 0.224603837185, 16, hfs+04, 1.4313E-15, 9, hfs+04 

1586, J1817-1742, cla17, 0.1497440393996, 16, cla17, 2.058107E-14, 9, cla17 
1587, J1817-1938, bbb+12, 2.0468376289, 2, kek+13, 0.36E-15, 9, kek+13 
1588, B1813-36, mlt+78, 0.3870193974544, 15, jbv+19, 2.02298E-15, 15, jbv+19 
1589, J1817-3837, lml+98, 0.38448678392, 2, ebvb01, 5.802E-16, 6, ebvb01 
1590, J1818-0151, bbb+12, 0.837534946983, 11, bsb+19, 9.1061E-15, 5, bsb+19 

1591, J1818-1116, hfs+04, 0.54479952470, 5, hfs+04, 3.824E-15, 6, hfs+04 
1592, B1815-14, cl86, 0.2914894606391, 4, ywml10, 2.035737E-15, 17, ywml10 
1593, J1818-1448, eklk13, 0.28137130037, 6, eklk13, 6.15E-15, 2, eklk13 
1594, J1818-1519, mhl+02, 0.9396900396, 5, mhl+02, 4.11E-15, 7, mhl+02 
1595, J1818-1541, mhl+02, 0.55113377674, 3, mhl+02, 9.676E-15, 7, mhl+02 

1596, J1818-1556, kel+09, 0.952708902877, 19, kel+09, 0.7062E-15, 19, kel+09 
1597, J1818-1607, esy+20, 1.3634920, 4, cdj+20, 4.183E-11, 19, cdj+20 
1598, J1819-0925, hfs+04, 0.852047483505, 15, hfs+04, 3.1302E-15, 11, hfs+04 
1599, J1819-1008, hfs+04, 0.301489849278, 7, hfs+04, 1.3209E-15, 5, hfs+04 
1600, J1819-1114, eklk13, 0.29416251457, 2, eklk13, 0.566E-15, 6, eklk13 

1601, J1819-1131, hfs+04, 1.38813712856, 16, hfs+04, 7.61E-16, 10, hfs+04 
1602, J1819+1305, ebvb01, 1.060363543971, 7, naf03, 0.3592E-15, 2, naf03 
1603, J1819-1318, lfl+06, 1.51569599263, 12, lfl+06, 6.0E-16, 3, lfl+06 
1604, J1819-1408, mhl+02, 1.7884904528, 16, mhl+02, 2.59E-15, 16, mhl+02 
1605, J1819-1458, mll+06, 4.26321348, 8, bls+18, 5.6268E-13, 8, bls+18 

1606, J1819-1510, mhl+02, 0.226538990075, 4, mhl+02, 7.9E-18, 9, mhl+02 
1607, J1819-1717, ekl09, 0.39352163764, 6, eklk13, 3.455E-15, 6, eklk13 
1608, B1818-04, vlw69, 0.598081935375, 4, jbv+19, 6.32528E-15, 11, jbv+19 
1609, J1820-0509, lfl+06, 0.337320795791, 3, lfl+06, 9.323E-16, 3, lfl+06 
1610, B1817-13, cl86, 0.921459731325, 5, hlk+04, 4.49522E-15, 4, hlk+04 

1611, J1820-1529, hfs+04, 0.3332537343, 18, psj+19, 3.7904E-14, 5, psj+19 
1612, B1817-18, jlm+92, 0.3099045934277, 9, hlk+04, 9.3609E-17, 6, hlk+04 
1613, J1821+0155, rsm+13, 0.03378133193189, 13, rsm+13, 2.900E-20, 19, rsm+13 
1614, J1821-0256, lfl+06, 0.414111049843, 14, lfl+06, 3.72E-17, 14, lfl+06 
1615, J1821-0331, kek+13, 0.90231562918, 4, kek+13, 2.53E-15, 2, kek+13 

1616, J1821-1419, hfs+04, 1.6560095697, 9, hfs+04, 8.945E-13, 3, hfs+04 
1617, J1821-1432, kel+09, 1.91513066964, 8, kel+09, 5.373E-15, 8, kel+09 
1618, J1821+1715, rtj+96, 1.366682059422, 10, clm+05, 0.8714E-15, 11, clm+05 
1619, J1821+4147, slr+14, 1.261857209134, 8, lsk+18, 1.7292E-15, 10, lsk+18 
1620, J1822+0705, fcwa95, 1.362817392033, 19, hlk+04, 1.7472E-15, 3, hlk+04 

1621, J1822-0719, ccb+20, 0.49907553362, 4, ccb+20, 19E-18, 2, ccb+20 
1622, J1822-0848, fsk+04, 0.834839272621, 14, lfl+06, 0.135E-15, 4, lfl+06 
1623, J1822-0902, ccb+20, 0.148894507003, 3, ccb+20, 17780.9E-18, 8, ccb+20 
1624, J1822-0907, hfs+04, 0.97470037336, 6, hfs+04, 3.55E-16, 3, hfs+04 
1625, J1822+1120, lxf+05, 1.78703680542, 4, lxf+05, 2.346E-15, 4, lxf+05 

1626, J1822-1252, hfs+04, 2.0710402725, 5, hfs+04, 8.476E-14, 3, hfs+04 
1627, B1820-14, cl86, 0.214771109789, 6, hlk+04, 9.0689E-16, 5, hlk+04 
1628, J1822-1604, rei+11, 8.43772106, 7, skc14, 2.1E-14, 3, skc14 
1629, J1822-1617, hfs+04, 0.8311557274, 3, hfs+04, 1.885E-15, 12, hfs+04 
1630, B1819-22, dls72, 1.874268518252, 6, hlk+04, 1.35439E-15, 4, hlk+04 

1631, J1822+2617, ccl+21, 0.5914175857222, 14, ccl+21, 7.982E-16, 7, ccl+21 
1632, J1822-4209, mld+96, 0.456511944952, 4, dsb+98, 4.5864E-16, 6, dsb+98 
1633, J1823-0154, mld+96, 0.759777464363, 4, hlk+04, 1.13147E-15, 4, hlk+04 
1634, B1821+05, mlt+78, 0.7529065430494, 10, hlk+04, 2.26734E-16, 9, hlk+04 
1635, B1820-11, cl86, 0.279828696565, 5, hlk+04, 1.37862E-15, 4, hlk+04 

1636, J1823-1126, hfs+04, 1.8465342015, 3, hfs+04, 3.652E-14, 11, hfs+04 
1637, J1823-1347, mhl+02, 0.61710720555, 12, mhl+02, 9.60E-15, 3, mhl+02 
1638, J1823-1526, hfs+04, 1.62540547240, 16, hfs+04, 4.52E-15, 3, hfs+04 
1639, J1823-1807, mhl+02, 1.63679245172, 17, mhl+02, 2.8E-16, 4, mhl+02 
1640, B1820-30A, bbl+94, 0.0054400041632727, 31, lfrj12, 3.3750E-18, 20, lfrj12 

1641, B1820-30B, bbl+94, 0.3785964921974, 27, lfrj12, 2.99E-17, 14, lfrj12 
1642, J1823-3021C, cha03, 0.4059359629899, 53, lfrj12, 2.240E-16, 25, lfrj12 
1643, J1823-3021G, rgf+21, 0.00609129342151, 4, rgf+21, -1.8E-20, 3, rgf+21 
1644, B1820-31, mlt+78, 0.284054344967, 5, hlk+04, 2.92704E-15, 4, hlk+04 
1645, J1824-0127, lfl+06, 2.499469846087, 19, lbs+20, 3.9065E-15, 5, lbs+20 

1646, J1824-0132, bsb+19, 0.223728519703, 4, bsb+19, 2.82E-17, 3, bsb+19 
1647, J1824-0621, mzl+23, 0.0032330162292688, 3, mzl+23, 9.145E-21, 10, mzl+23 
1648, J1824+1014, cck+16, 0.004065916139472, 4, drc+21, 5.373E-21, 10, drc+21 
1649, B1821-11, cl86, 0.435759033311, 18, hlk+04, 3.55447E-15, 14, hlk+04 
1650, J1824-1159, mhl+02, 0.362492078224, 8, mhl+02, 5.3793E-15, 20, mhl+02 

1651, J1824-1350, ncb+15, 1.39659854604, 4, ncb+15, 607E-18, 7, ncb+15 
1652, J1824-1423, mhl+02, 0.359394162457, 6, mhl+02, 3.923E-16, 19, mhl+02 
1653, J1824-1500, hfs+04, 0.41222995857, 6, hfs+04, 7.58E-16, 11, hfs+04 
1654, B1821-19, mlt+78, 0.18933744109123, 11, psj+19, 5.23563E-15, 18, psj+19 
1655, J1824-2233, lfl+06, 1.16174310971, 3, lfl+06, 3.01E-16, 3, lfl+06 

1656, J1824-2328, lfl+06, 1.50587455169, 3, lfl+06, 1.740E-15, 3, lfl+06 
1657, B1821-24A, lbm+87, 0.00305431575773716, 7, rsc+21, 1.618856E-18, 3, rsc+21
1659, J1824-2452M, dpr+22, 0.0047842842982785, 7, dpr+22, 1.22818E-19, 3, dpr+22 
1660, J1824-2452N, dpr+22, 0.00335287243686099, 11, dpr+22, 1.592087E-19, 4, dpr+22 

1661, J1824-2537, ebvb01, 0.223320267185, 3, jbo+09, 0.44016E-15, 8, jbo+09 
1662, B1822+00, dtws85, 0.778949400076, 5, hlk+04, 8.7616E-16, 5, hlk+04 
1663, J1825-0319, bbb+13, 0.004553527919736, 4, bbb+13, 6.8E-21, 3, bbb+13 
1664, B1822-09, dls72, 0.769020998327, 6, jbv+19, 5.235540E-14, 18, jbv+19 
1665, J1825-1108, ncb+15, 1.9258717727, 8, ncb+15, 1900E-18, 600, ncb+15 

1666, B1822-14, cl86, 0.27919830909, 4, psj+19, 2.26696E-14, 5, psj+19 
1667, B1823-11, cl86, 2.093136309720, 14, hlk+04, 4.91034E-15, 14, hlk+04 
1668, J1826-1256, aaa+09c, 0.110238639764, 20, saa+23, 1.209452E-13, 5, saa+23 
1669, B1823-13, cl86, 0.1014867942076, 3, ywml10, 7.5251738E-14, 10, ywml10 
1670, J1826-1419, mll+06, 0.770620171033, 7, mlk+09, 8.7841E-15, 2, mlk+09 

1671, J1826-1526, mhl+02, 0.382072812116, 17, mhl+02, 1.085E-15, 8, mhl+02 
1672, J1826-2415, bsb+19, 0.0046957571305605, 7, bsb+19, 0.00001736E-15, 3, bsb+19 
1673, J1827-0750, lfl+06, 0.270502039371, 3, lfl+06, 1.5446E-15, 8, lfl+06 
1674, J1827-0849, frm+18, 0.0022424697684063, 6, saa+23, 1.0957E-20, 10, saa+23 
1675, J1827-0934, mhl+02, 0.512547817784, 16, mhl+02, 7.227E-15, 4, mhl+02 

1676, B1824-10, cl86, 0.2457571181423, 19, hlk+04, 1.002318E-15, 11, hlk+04 
1677, J1827-1446, cwp+17, 0.49918661036, 3, cwp+17, 4.53351E-14, 8, cwp+17 
1678, J1828-0611, hfs+04, 0.269414732063, 3, hfs+04, 1.4595E-15, 3, hfs+04 
1679, J1828+0625, rb13, 0.0036275626138329, 11, brf+22, 4.695E-21, 6, brf+22 
1680, J1828-1007, hfs+04, 0.1531969792414, 15, hfs+04, 6.1339E-16, 12, hfs+04 

1681, J1828-1057, hfs+04, 0.246333257157, 4, psj+19, 2.06988E-14, 3, psj+19 
1682, J1828-1101, mhl+02, 0.07205652531, 7, psj+19, 1.479719E-14, 11, psj+19 
1683, J1828+1221, sfj+20, 1.52829508058, 5, sfj+20, 1.7457E-15, 19, sfj+20 
1684, J1828-1336, mhl+02, 0.86033211599, 7, mhl+02, 9.95E-16, 15, mhl+02 
1685, J1828+1359, naf03, 0.741639520385, 8, naf03, 0.7286E-15, 2, naf03 

1686, J1828-2119, lfl+06, 0.514523069504, 14, lfl+06, 1.2668E-15, 14, lfl+06 
1687, J1829+0000, lfl+06, 0.199147397053, 8, lfl+06, 5.249E-16, 8, lfl+06 
1688, J1829-0734, kbm+03, 0.318400873408, 18, kbm+03, 4.789E-15, 9, kbm+03 
1689, J1829-1011, ncb+15, 0.82916602078, 16, ncb+15, -5E-18, 39, ncb+15 
1690, B1826-17, dls72, 0.307132975823, 5, hlk+04, 5.55174E-15, 5, hlk+04 

1691, J1829+2456, clm+04, 0.04100982358117, 4, clm+05, 5.25E-20, 15, clm+05 
1692, J1830-0052, lfl+06, 0.34569803402, 5, lfl+06, 2.37E-16, 8, lfl+06 
1693, J1830-0131, lfl+06, 0.152511958009, 4, lfl+06, 2.106E-15, 4, lfl+06 
1694, B1828-11, cjlm87, 0.40507313484, 9, psj+19, 5.99237E-14, 17, psj+19 
1695, J1830-1135, mhl+02, 6.2215526663, 16, mhl+02, 4.775E-14, 6, mhl+02 

1696, J1830-1313, kel+09, 0.74718766820, 8, kel+09, 1.714E-15, 17, kel+09 
1697, J1830-1414, lfl+06, 0.77149252038, 6, lfl+06, 7.6E-17, 11, lfl+06 
1698, J1831-0823, hfs+04, 0.612132963973, 15, hfs+04, 3.091E-16, 12, hfs+04 
1699, J1831-0952, lfl+06, 0.0672668461152, 14, lfl+06, 8.32385E-15, 3, lfl+06 
1700, J1831-1223, mhl+02, 2.8579410013, 6, mhl+02, 5.5E-15, 3, mhl+02 

1701, J1831-1329, mhl+02, 2.1656793503, 3, mhl+02, 2.99E-15, 6, mhl+02 
1702, J1831-1423, hfs+04, 0.507945195243, 13, hfs+04, 1.0947E-15, 11, hfs+04 
1703, J1832+0029, lfl+06, 0.533917733096, 3, wwh+20, 1.5525E-15, 3, wwh+20 
1704, J1832-0644, mhl+02, 0.74429541939, 5, mhl+02, 3.7089E-14, 17, mhl+02 
1705, B1829-08, cl86, 0.6473255991879, 9, psj+19, 6.389619E-14, 17, psj+19 

1706, J1832-0836, bbb+13, 0.002719112021018830, 5, aab+21a, 8.2739E-21, 3, aab+21a 
1707, B1829-10, cl86, 0.330354089443, 5, hlk+04, 4.20203E-15, 5, hlk+04 
1708, J1833-0209, ncb+15, 0.291930632181, 4, ncb+15, 2754.8E-18, 7, ncb+15 
1709, B1831-03, dls72, 0.6867328372450, 15, jbv+19, 4.156101E-14, 15, jbv+19 
1710, J1833-0556, hfs+04, 1.5215451697, 4, hfs+04, 1.28E-15, 5, hfs+04 

1711, J1833-0559, mhl+02, 0.48345888008, 5, mhl+02, 1.235E-14, 3, mhl+02 
1712, B1830-08, cl86, 0.085288151397, 3, psj+19, 9.17697E-15, 6, psj+19 
1713, J1833-0831, gcl+10, 7.5654084, 5, eit+11, 3.4E-12, 3, eit+11 
1714, J1833-1055, mhl+02, 0.63364029817, 3, mhl+02, 5.27E-16, 4, mhl+02 
1715, J1833-3840, ckr+15, 0.0018660672158607, 3, saa+23, 1.7735E-20, 14, saa+23 

1716, B1828-60, mlt+78, 1.8894355004, 17, nmc81, 2.7E-16, 8, nmc81 
1717, B1831-00, dtws85, 0.520954311129, 11, hlk+04, 1.053E-17, 14, hlk+04 
1718, J1834-0031, lfl+06, 0.329531922488, 6, lfl+06, 4.486E-16, 6, lfl+06 
1719, B1831-04, dls73, 0.2901081932010, 7, hlk+04, 7.1947E-17, 6, hlk+04 
1720, J1834-0602, mhl+02, 0.48791359170, 3, mhl+02, 1.828E-15, 10, mhl+02 

1721, J1834-0633, hfs+04, 0.31731488279, 7, hfs+04, 6.0E-16, 4, hfs+04 
1722, J1834-0731, hfs+04, 0.512995270279, 16, psj+19, 5.82145E-14, 19, psj+19 
1723, J1834-0742, hfs+04, 0.788353566535, 19, hfs+04, 3.24702E-14, 9, hfs+04 
1724, J1834-0812, bjl+11, 0.4911415563, 2, bjl+11, 9.96E-15, 7, bjl+11 
1725, J1834-1202, hfs+04, 0.610258781957, 12, hfs+04, 6.7E-18, 3, hfs+04 

1726, J1834-1710, kbm+03, 0.358306049291, 6, kbm+03, 4.69E-17, 12, kbm+03 
1727, J1834-1855, lfl+06, 1.46565577133, 7, lfl+06, 1.931E-15, 9, lfl+06 
1728, J1835-0114, ekl09, 0.005116387644239, 12, eklk13, 0.7E-20, 4, eklk13 
1729, J1835-0349, lfl+06, 0.84186451859, 4, lfl+06, 3.058E-15, 4, lfl+06 
1730, J1835-0522, hfs+04, 1.08774918841, 8, hfs+04, 4.7E-16, 4, hfs+04 

1731, J1835-0600, ccb+20, 2.2217871479, 14, ccb+20, 8430E-18, 80, ccb+20 
1732, B1832-06, cl86, 0.305830097712, 17, hlk+04, 4.045598E-14, 15, hlk+04 
1733, J1835-0847, bsb+19, 0.84649413462, 6, bsb+19, 0.485E-15, 4, bsb+19 
1734, J1835-0924, mhl+02, 0.8591920352, 3, mhl+02, 2.139E-14, 9, mhl+02 
1735, J1835-09242, ncb+15, 0.235248924972, 4, ncb+15, 11.84E-18, 3, ncb+15 

1736, J1835-0928, ncb+15, 0.62173399423, 3, ncb+15, 969E-18, 2, ncb+15 
1737, J1835-0944, lfl+06, 0.1453473803401, 9, psj+19, 4.3849E-15, 3, psj+19 
1738, J1835-0946, lfl+06, 0.37953610601, 5, lfl+06, 4.3E-17, 31, lfl+06 
1739, J1835-1020, mhl+02, 0.302449584070, 15, lwy+16, 5.91866E-15, 19, lwy+16 
1740, J1835-1106, mld+96, 0.16591763484, 3, psj+19, 2.05892E-14, 5, psj+19 

1741, J1835-1548, lfl+06, 0.67048566238, 9, lfl+06, 1.740E-15, 14, lfl+06 
1742, J1835-3259B, grf+22, 0.0018302930799293, 4, grf+22, 4.3422E-20, 4, grf+22 
1743, B1834-04, cl86, 0.354236507718, 6, hlk+04, 1.66095E-15, 4, hlk+04 
1744, J1836-0517, hfs+04, 0.45724503044, 3, hfs+04, 1.3019E-15, 11, hfs+04 
1745, B1834-10, mlt+78, 0.56271073614, 3, hlk+04, 1.179902E-14, 16, hlk+04 

1746, J1836-1324, lfl+06, 0.1787563517731, 16, lfl+06, 1.0366E-15, 10, lfl+06 
1747, J1836-2354A, lrfs11, 0.0033543360829062, 1, lrfs11, 2.318E-21, 3, lrfs11 
1748, J1836-2354B, lrfs11, 0.003232273969155, 4, lrfs11, -4.8E-22, 6, lrfs11 
1749, J1836+5925, aaa+09c, 0.173263836028, 10, lhl+14, 1.5016E-15, 10, lhl+14 
1750, J1837-0045, mld+96, 0.617036695541, 6, hlk+04, 1.68451E-15, 7, hlk+04 

1751, J1837+0053, lfl+06, 0.47351252978, 4, lfl+06, 3.8E-17, 4, lfl+06 
1752, J1837-0559, mhl+02, 0.2010637223734, 9, psj+19, 3.30924E-15, 17, psj+19 
1753, J1837-0604, dkm+01, 0.096312805197, 7, saa+23, 4.486804E-14, 11, saa+23 
1754, B1834-06, cl86, 1.90580870607, 3, hlk+04, 7.7204E-16, 19, hlk+04 
1755, J1837-0822, bbb+12, 1.099195959243, 8, bsb+19, 0.1209E-15, 3, bsb+19 

1756, J1837+1221, ebvb01, 1.96353198352, 12, ebvb01, 6.200E-15, 16, ebvb01 
1757, J1837-1243, mhl+02, 1.87601852435, 11, mhl+02, 3.651E-14, 3, mhl+02 
1758, J1837-1837, ebvb01, 0.618357697387, 16, ebvb01, 5.4950E-15, 12, ebvb01 
1759, J1838-0107, ncb+15, 0.4444257246169, 17, ncb+15, 5.46E-18, 15, ncb+15 
1760, J1838-0453, mhl+02, 0.38086561316, 8, psj+19, 1.163296E-13, 5, psj+19 

1761, J1838-0537, pga+12a, 0.1457544863308, 7, saa+23, 4.50714095E-13, 13, saa+23 
1762, J1838-0549, hfs+04, 0.23531138060308, 12, psj+19, 3.34223E-14, 3, psj+19 
1763, J1838-0624, hfs+04, 0.92717774151, 5, hfs+04, 7.7E-17, 4, hfs+04 
1764, J1838-0655, gh08, 0.070498243969, 54, gh08, 4.925E-14, 29, gh08 
1765, J1838-1046, mhl+02, 1.21835359632, 8, mhl+02, 3.080E-15, 18, mhl+02 

1766, J1838+1523, sjm+18, 0.5491606020002, 13, sjm+18, 2.0278E-17, 7, sjm+18 
1767, J1838+1650, lxf+05, 1.90196739931, 1, lxf+05, 2.677E-15, 1, lxf+05 
1768, J1838-1849, kek+13, 0.48824200896, 3, kek+13, 0.04E-15, 1, kek+13 
1769, J1839-0141, mll+06, 0.93326558076, 2, jcs+17, 5.944E-15, 1, jcs+17 
1770, J1839-0223, ncb+15, 1.26679012424, 5, ncb+15, 4763E-18, 6, ncb+15 

1771, J1839-0321, mhl+02, 0.23878218346372, 12, psj+19, 1.25190E-14, 4, psj+19 
1772, J1839-0332, ncb+15, 2.67568226451, 6, ncb+15, 4760E-18, 6, ncb+15 
1773, J1839-0402, mhl+02, 0.520939679547, 17, mhl+02, 7.694E-15, 5, mhl+02 
1774, J1839-0436, lfl+06, 0.149460655762, 3, lfl+06, 8.096E-16, 3, lfl+06 
1775, J1839-0459, mhl+02, 0.58531903782, 3, mhl+02, 3.308E-15, 5, mhl+02 

1776, J1839-0627, mhl+02, 0.48491367908, 4, mhl+02, 1.32E-16, 17, mhl+02 
1777, J1839-0643, mhl+02, 0.449548149848, 15, mhl+02, 3.638E-15, 7, mhl+02 
1778, J1839-0905, hfs+04, 0.418974903641, 13, psj+19, 2.60227E-14, 18, psj+19 
1779, J1839-1238, lfl+06, 1.91142802251, 5, lfl+06, 4.947E-15, 4, lfl+06 
1780, J1840+0214, lfl+06, 0.79747807530, 4, lfl+06, 8.294E-15, 7, lfl+06 

1781, J1840-0445, bbb+12, 0.42231632097, 13, bsb+19, 11.280E-15, 3, bsb+19 
1782, J1840-0559, hfs+04, 0.85936846681, 5, hfs+04, 9.602E-15, 9, hfs+04 
1783, J1840-0626, kel+09, 1.8933526999, 4, kel+09, 23.03E-15, 7, kel+09 
1784, J1840-0643, kek+13, 0.03557787327451, 3, sl20, 9.54E-20, 6, sl20 
1785, J1840-0753, eklk13, 0.4378690017, 2, eklk13, 0.10E-15, 6, eklk13 

1786, J1840-0809, hfs+04, 0.95567326930, 3, lbs+20, 2.35001E-15, 9, lbs+20 
1787, J1840-0815, hfs+04, 1.096441140382, 4, lbs+20, 2.42643E-15, 10, lbs+20 
1788, J1840-0840, lfl+06, 5.3093766847, 20, lfl+06, 2.37E-14, 12, lfl+06 
1789, J1840-1122, hfs+04, 0.94096161661, 4, hfs+04, 6.409E-15, 6, hfs+04 
1790, J1840-1207, lfl+06, 0.754470427192, 6, lfl+06, 3.1972E-15, 6, lfl+06 

1791, J1840-1419, kle+10, 6.59756252242, 9, bls+18, 6.3538E-15, 14, bls+18 
1792, B1839+56, skk+80, 1.6528618528869, 20, hlk+04, 1.494818E-15, 14, hlk+04 
1793, J1841+0130, fsk+04, 0.0297727753332, 4, lfl+06, 8.17E-18, 5, lfl+06 
1794, J1841-0157, hfs+04, 0.663321097981, 9, hfs+04, 1.80768E-14, 5, hfs+04 
1795, J1841-0310, hfs+04, 1.6576564582, 4, hfs+04, 3.35E-16, 9, hfs+04 

1796, J1841-0345, lkm+00, 0.204068115056, 17, mhl+02, 5.7872E-14, 3, mhl+02 
1797, B1838-04, cl86, 0.1861488579563, 4, ywml10, 6.392881E-15, 18, ywml10 
1798, J1841-0500, crc+12, 0.91291580208, 5, wwh+20, 3.4778E-14, 9, wwh+20 
1799, J1841-0524, hfs+04, 0.44580970133, 3, saa+23, 2.332421E-13, 12, saa+23 
1800, B1839+09, mlt+78, 0.381319294128, 3, hlk+04, 1.090344E-15, 11, hlk+04 

1801, J1841-1404, lfl+06, 1.3345572305, 8, lfl+06, 6.4E-16, 18, lfl+06 
1802, J1841-7845, jbo+09, 0.3536025329, 4, jbo+09, 0.16E-15, 7, jbo+09 
1803, J1842-0153, mhl+02, 1.05422825038, 3, mhl+02, 6.722E-15, 4, mhl+02 
1804, J1842+0257, lfl+06, 3.08825579295, 13, lfl+06, 2.9591E-14, 12, lfl+06 
1805, J1842-0309, hfs+04, 0.40491964372, 3, hfs+04, 4.518E-15, 4, hfs+04 

1806, J1842+0358, lfl+06, 0.233326206679, 3, lfl+06, 8.115E-16, 3, lfl+06 
1807, B1839-04, cl86, 1.839944701185, 17, lbs+20, 5.081E-16, 4, lbs+20 
1808, J1842-0415, lkm+00, 0.526682241575, 12, mhl+02, 2.19366E-14, 12, mhl+02 
1809, J1842-0612, hfs+04, 0.56447537999, 16, hfs+04, 2.2E-17, 9, hfs+04 
1810, J1842+0638, lfl+06, 0.313016401038, 11, lfl+06, 7.60E-17, 17, lfl+06 

1811, J1842-0800, ncb+15, 1.25546857429, 3, ncb+15, 194E-18, 5, ncb+15 
1812, J1842-0905, kbm+03, 0.344646011863, 3, psj+19, 1.04745E-14, 5, psj+19 
1813, J1842+1332, ebvb01, 0.47160357893, 3, ebvb01, 2.29E-16, 7, ebvb01 
1814, J1843-0000, hfs+04, 0.880334321703, 16, lbs+20, 7.7735E-15, 6, lbs+20 
1815, J1843-0050, mhl+02, 0.78259846861, 8, mhl+02, 2.49E-16, 12, mhl+02 

1816, J1843+0119, pab+18, 1.26699835538, 3, psf+22, 3.758E-15, 7, psf+22 
1817, J1843-0137, hfs+04, 0.66987238665, 3, hfs+04, 2.468E-15, 14, hfs+04 
1818, J1843-0211, hfs+04, 2.02752438872, 5, hfs+04, 1.444E-14, 3, hfs+04 
1819, J1843-0355, mhl+02, 0.13231397192751, 4, psj+19, 1.039938E-15, 16, psj+19 
1820, J1843-0408, hfs+04, 0.78193369973, 7, hfs+04, 2.39E-15, 3, hfs+04 

1821, J1843-0459, mhl+02, 0.75496337007, 3, mhl+02, 8.54E-16, 10, mhl+02 
1822, J1843-0510, ncb+15, 0.671613828819, 13, ncb+15, 3892.3E-18, 12, ncb+15 
1823, J1843-0702, hfs+04, 0.191614577771, 6, psj+19, 2.136189E-15, 8, psj+19 
1824, J1843-0744, kel+09, 0.475392526561, 10, kel+09, 13.3038E-15, 10, kel+09 
1825, J1843-0757, bbc+22, 2.03194008516, 9, bbc+22, 4.13E-15, 3, bbc+22 

1826, J1843-0806, hfs+04, 0.536413665506, 9, hfs+04, 1.7359E-14, 4, hfs+04 
1827, J1843-1113, hfs+04, 0.0018456663232093, 6, dcl+16, 0.9554E-20, 7, dcl+16 
1828, J1843-1448, fsk+04, 0.0054713308755095, 6, lem+15, 6.209E-21, 18, lem+15 
1829, J1843-1507, lfl+06, 0.583550377362, 5, lfl+06, 7.1999E-15, 6, lfl+06 
1830, J1843+2024, zcwl96, 3.4065386707, 4, clm+05, 1.04E-15, 4, clm+05 

1831, J1844-0030, hfs+04, 0.64109785122, 3, hfs+04, 6.078E-15, 8, hfs+04 
1832, J1844+0115, csl+12, 0.004185543936664, 3, csl+12, 1.07E-20, 3, csl+12 
1833, B1842-02, cl86, 0.507722322118, 13, hlk+04, 1.674044E-14, 11, hlk+04 
1834, J1844-0302, ncb+15, 1.19863027492, 2, ncb+15, 7809E-18, 5, ncb+15 
1835, J1844-0310, lkm+00, 0.52504914274, 4, mhl+02, 1.0235E-14, 4, mhl+02 

1836, J1844-0346, cwp+17, 0.112854649905, 11, cwp+17, 1.547031E-13, 7, cwp+17 
1837, B1841-04, cjlm87, 0.991026616395, 3, hlk+04, 3.914538E-15, 16, hlk+04 
1838, J1844-0452, hfs+04, 0.26944332141, 3, hfs+04, 6.80E-16, 6, hfs+04 
1839, J1844-0502, hfs+04, 0.33516252825, 4, hfs+04, 6.2E-17, 12, hfs+04 
1840, B1841-05, cl86, 0.255704185586, 8, psj+19, 9.70563E-15, 12, psj+19 

1841, B1842+14, mlt+78, 0.37546337852, 3, hlk+04, 1.8723E-15, 3, hlk+04 
1842, J1845-0316, lkm+00, 0.2076357201, 1, lkm+00, 8.86E-15, 6, lkm+00 
1843, B1842-04, cjlm87, 0.4867507986, 4, hlk+04, 1.1326E-14, 3, hlk+04 
1844, J1845-0545, hfs+04, 1.09234815284, 5, hfs+04, 1.343E-14, 3, hfs+04 
1845, J1845+0623, lfl+06, 1.42165378409, 7, lfl+06, 5.46E-16, 7, lfl+06 

1846, J1845-0635, eklk13, 0.34052764699, 2, eklk13, 4.491E-15, 8, eklk13 
1847, J1845-0743, kbm+03, 0.10469465215795, 14, psj+19, 3.666910E-16, 3, psj+19 
1848, J1845-0826, lfl+06, 0.634354346767, 17, lfl+06, 9.353E-15, 3, lfl+06 
1849, J1845-1114, lfl+06, 0.2062199811321, 13, lfl+06, 2.00552E-15, 13, lfl+06 
1850, J1845-1351, lfl+06, 2.61891846726, 6, lfl+06, 9.723E-15, 8, lfl+06 

1851, J1846+0051, hfs+04, 0.434372879784, 16, hfs+04, 1.1226E-14, 3, hfs+04 
1852, J1846-0257, mll+06, 4.4767225398, 1, mlk+09, 160.587E-15, 3, mlk+09 
1853, J1846-0749, lfl+06, 0.350109572852, 4, lfl+06, 1.2616E-15, 4, lfl+06 
1854, J1846-07492, kel+09, 0.861379642641, 15, kel+09, 5.187E-15, 3, kel+09 
1855, J1846+0919, sdz+10, 0.225552101075, 4, saa+23, 9.93056E-15, 6, saa+23 

