Handmade catalog of Pulsars outside SNRs from the ATNF
#, NAME, P0 (s), P1
1307, J1739-1313, ebvb01, 1.215697613611, 9, ebvb01, 8.17E-17, 9, ebvb01 
1308, J1739-2521, cbmp17, 1.81846119286, 24, jcs+17, 0.24E-15, 2, jcs+17 
1309, B1736-29, cl86, 0.322886477381, 6, psj+19, 7.87490E-15, 8, psj+19 
1310, J1739-3023, mhl+02, 0.114371728447, 18, psj+19, 1.139514E-14, 3, psj+19 

1311, J1739-3049, mhl+02, 0.239317178406, 18, mhl+02, 2.1781E-15, 18, mhl+02 
1312, B1736-31, cl86, 0.52944098843, 15, hlk+04, 1.85836E-14, 15, hlk+04 
1313, J1739-3159, mhl+02, 0.87756123714, 15, mhl+02, 1.97E-16, 15, mhl+02 
1314, J1739-3951, lfl+06, 0.341772476799, 10, lfl+06, 2.0E-17, 5, lfl+06 
1315, J1740+1000, mca00, 0.1540957973985, 5, saa+23, 2.1330698E-14, 10, saa+23 

1316, B1737+13, mlt+78, 0.803050264794, 4, hlk+04, 1.451320E-15, 12, hlk+04 
1317, J1740-2540, hfs+04, 1.69265634040, 9, hfs+04, 1.851E-15, 12, hfs+04 
1318, B1737-30, cl86, 0.60688662425, 4, ywml10, 4.66124E-13, 12, ywml10 
1319, J1740-3052, sml+01, 0.570313411724, 3, msk+12, 2.5504275E-14, 95, msk+12 
1320, J1740-3327, hfs+04, 0.515000656402, 14, hfs+04, 3.8978E-15, 14, hfs+04 

1321, J1740-5340A, dlm+01, 0.00365032889720, 1, dpm+01, 1.68E-19, 7, dpm+01 
1322, J1740-5340B, zrb+22, 0.00578696848909, 11, zrb+22, -5.9E-21, 32, zrb+22 
1323, B1738-08, mlt+78, 2.043082458401, 6, hlk+04, 2.27471E-15, 5, hlk+04 
1324, J1741+1351, jbo+07, 0.003747154500259940, 8, abb+18, 3.021648E-20, 15, abb+18 
1325, J1741-2019, ebvb01, 3.90450636119, 13, ebvb01, 1.6260E-14, 13, ebvb01 

1326, J1741-2054, aaa+09c, 0.41370012084, 18, rkp+11, 1.6983E-14, 6, rkp+11 
1327, J1741-2719, lfl+06, 0.346796929142, 19, lfl+06, 8.1E-17, 4, lfl+06 
1328, J1741-2733, mhl+02, 0.89295866978, 6, mhl+02, 1.48E-16, 8, mhl+02 
1329, J1741+2758, fcwa95, 1.3607376877, 4, lwf+04, 1.841E-15, 1, lwf+04 
1330, J1741-2945, mhl+02, 0.223557828541, 15, mhl+02, 6.342E-16, 20, mhl+02 

1331, J1741-3016, mhl+02, 1.89374869377, 18, mhl+02, 8.99E-15, 6, mhl+02 
1332, J1741+3855, scb+19, 0.82886088996, 0, tbc+20, 0.206E-15, 4, tbc+20 
1333, B1737-39, mlt+78, 0.512212355130, 6, jbv+19, 1.7122E-15, 3, jbv+19 
1334, J1742-0203, mss+20, 0.1316096794, 6, spp+23, 1.49E-16, 11, spp+23 
1335, J1742-3321, nie+20, 0.143266, 0, nie+20, 1.27e-15, 0, nie+20 

1336, J1742-3957, lfl+06, 1.0163491951, 4, lfl+06, 8.2E-17, 29, lfl+06 
1337, J1742-4616, ebvb01, 0.412401047219, 7, ebvb01, 3.38E-17, 12, ebvb01 
1338, B1740-03, mlt+78, 0.44464510677, 10, hlk+04, 1.5562E-15, 8, hlk+04 
1339, B1740-13, stwd85, 0.405336948592, 10, hlk+04, 4.7752E-16, 9, hlk+04 
1340, J1743-2442, hfs+04, 1.24250830909, 11, hfs+04, 4.72E-16, 10, hfs+04 

1341, B1740-31, jlm+92, 2.414652314520, 6, lbs+20, 1.20781E-13, 3, lbs+20 
1342, J1743-3153, mhl+02, 0.193105399932, 7, mhl+02, 1.05675E-14, 4, mhl+02 
1343, J1743-4212, ebvb01, 0.3061669878595, 16, ebvb01, 7.834E-16, 4, ebvb01 
1344, J1744-1134, bjb+97, 0.004074545942316071, 4, rsc+21, 8.93441E-21, 4, rsc+21 
1345, J1744-1610, ebvb01, 1.757205868816, 16, ebvb01, 2.3767E-15, 16, ebvb01 

1346, J1744-2335, lml+98, 1.68350668862, 2, dsb+98, 8.327E-16, 9, dsb+98 
1347, J1744-3130, mhl+02, 1.06606087128, 4, mhl+02, 2.1224E-14, 12, mhl+02 
1348, J1744-3922, fsk+04, 0.172444360995, 2, fsk+04, 1.55E-18, 12, fsk+04 
1349, J1744-5337, bbb+12, 0.3556658488, 8, bbb+12, 0.19E-15, 1, bbb+12 
1350, J1744-7619, cpw+18, 0.0046875240948954, 11, cpw+18, 9.679E-21, 18, cpw+18 

1351, J1745-0129, ebvb01, 1.045406855598, 18, ebvb01, 6.31E-16, 4, ebvb01 
1352, J1745-0952, eb01b, 0.0193763034411294, 19, jsb+10, 9.246E-20, 5, jsb+10 
1353, J1745+1017, bgc+13, 0.0026521296710897, 4, bgc+13, 2.729E-21, 15, bgc+13 
1354, J1745+1252, scb+19, 1.0598487584, 1, tbc+20, 0.563E-15, 4, tbc+20 
1355, J1745-2229, hfs+04, 1.160592538166, 19, hfs+04, 2.857E-15, 3, hfs+04 

1356, J1745-2758, ncb+15, 0.487527998033, 3, pbm+19, 4.42E-18, 5, pbm+19 
1357, J1745-2900, mgz+13, 3.763733080, 17, laks15, 1.756E-11, 3, laks15 
1358, B1742-30, kac+73, 0.3674337248626, 11, psj+19, 1.067181E-14, 6, psj+19 
1359, J1745-3812, bbb+12, 0.6983528638, 2, bbb+12, 2.426E-15, 7, bbb+12 
1360, J1746+2245, clm+05, 3.46503778264, 6, clm+05, 4.919E-15, 7, clm+05 

1361, J1746+2540, fcwa95, 1.0581481703, 1, lwf+04, 1.047E-15, 2, lwf+04 
1362, J1746-2849, dcl09, 1.478480373, 2, dcl09, 1.27E-14, 6, dcl09 
1363, J1746-2850, dcl09, 1.0771014910, 4, dcl09, 1.34311E-12, 2, dcl09 
1364, J1746-2856, jkl+06, 0.945224316, 3, jkl+06, 12.5E-15, 3, jkl+06 
1365, J1746-3239, pga+12, 0.1995413598713, 12, pga+12, 6.56093E-15, 12, pga+12 

1366, J1747-1030, bbb+12, 1.5787928888, 2, bbb+12, 0.43E-15, 2, bbb+12 
1367, J1747-2647, kel+09, 0.500254454491, 16, kel+09, 13.2412E-15, 18, kel+09 
1368, J1747-2802, mhl+02, 2.7800791979, 8, mhl+02, 2.37E-15, 12, mhl+02 
1369, J1747-2958, cmgl02, 0.0988139764825, 20, gvc+04, 6.132329E-14, 10, gvc+04 
1370, J1747-4036, kcj+12, 0.0016456096148060, 9, aab+21a, 1.3142E-20, 9, aab+21a 

1371, B1745-12, mlt+78, 0.3941333466126, 14, hlk+04, 1.212692E-15, 11, hlk+04 
1372, B1745-20A, mlj+89b, 0.2886027917197, 16, frb+08, 3.9933E-16, 10, frb+08 
1373, J1748-2021B, frb+08, 0.016760127219257, 5, frb+08, -3.2913E-19, 17, frb+08 
1374, J1748-2021C, frb+08, 0.006226932720487, 3, frb+08, -5.983E-20, 16, frb+08 
1375, J1748-2021D, frb+08, 0.013495820403909, 3, frb+08, 5.8677E-19, 17, frb+08 

1376, J1748-2021E, frb+08, 0.016264003411125, 6, frb+08, 3.124E-19, 4, frb+08 
1377, J1748-2021F, frb+08, 0.003793629114948, 3, frb+08, -1.055E-20, 19, frb+08 
1378, J1748-2444, lmd+90, 0.442838499130, 6, hlk+04, 1.1131E-16, 4, hlk+04 
1379, B1744-24A, lmd+90, 0.01156314838986, 3, lmbm00, -3.40E-20, 4, lmbm00 

1381, J1748-2446aj, crf+18, 0.0029589095505841, 4, crf+18, 1.41232E-19, 7, crf+18 
1382, J1748-2446ak, crf+18, 0.00189010668450548, 15, crf+18, 8.8494E-20, 8, crf+18 
1383, J1748-2446am, ar18, 0.0029338198772443, 18, ar18, -1.3680E-19, 4, ar18 
1384, J1748-2446an, rgf+21, 0.0048023377671501, 5, rgf+21, 1.5575E-19, 6, rgf+21 
1385, J1748-2446C, lmbm00, 0.0084360953044, 1, lmbm00, -6.06E-19, 4, lmbm00 

1386, J1748-2815, nie+20, 0.100200, 0, nie+20, 3.53e-15, 0, nie+20 
1387, J1748-3009, kek+13, 0.009683961337179, 4, pbm+19, -3.5795E-20, 19, pbm+19 
1388, J1749-2146, ccb+20, 2.71455556146, 12, ccb+20, 7077E-18, 7, ccb+20 
1389, J1749-2347, hfs+04, 0.87448588170, 4, hfs+04, 2.4236E-15, 10, hfs+04 
1390, J1749-2629, mhl+02, 1.33538779057, 13, mhl+02, 1.72E-15, 3, mhl+02 

1391, B1746-30, jlm+92, 0.609873648673, 15, hlk+04, 7.87067E-15, 12, hlk+04 
1392, J1749-4931, bbb+12, 0.445822307, 2, bbb+12, 0.59E-15, 2, bbb+12 
1393, J1749-5417, bsb+19, 0.307576751860, 6, bsb+19, 0.1496E-15, 7, bsb+19 
1394, B1745-56, mlt+78, 1.3323097198, 7, nmc81, 2.12E-15, 3, nmc81 
1395, J1749+5952, scb+19, 0.436040950719, 2, tbc+20, 0.1519E-15, 4, tbc+20 

1396, J1750-2043, lfl+06, 5.639047079, 3, lfl+06, 7.9E-15, 16, lfl+06 
1397, J1750-2438, mhl+02, 0.712794036774, 10, mhl+02, 1.0797E-14, 3, mhl+02 
1398, J1750-2444, hfs+04, 0.89937672140, 5, hfs+04, 2.64E-16, 3, hfs+04 
1399, J1750-28, ncb+15, 1.3005131462, 7, ncb+15, 5780E-18, 190, ncb+15 
1400, B1747-31, jlm+92, 0.910362984150, 5, hlk+04, 1.9652E-16, 4, hlk+04 

1401, J1750-3503, mld+96, 0.68401360292, 3, dsb+98, 3.81E-17, 4, dsb+98 
1402, J1750-3703A, dpm+01a, 0.1116008373133, 4, frb+08, 5.661E-18, 8, frb+08 
1403, J1750-3703B, frb+08, 0.006074542086503, 6, frb+08, 1.92E-20, 5, frb+08 
1404, J1750-3703C, frb+08, 0.02656867837497, 5, frb+08, -9.96E-19, 3, frb+08 
1405, J1750-3703D, frb+08, 0.005139936774902, 4, frb+08, 4.928E-19, 3, frb+08 

1406, J1751-2516, mhl+02, 0.39483578357, 10, mhl+02, 2.645E-15, 3, mhl+02 
1407, J1751-2857, sfl+05, 0.003914873259435, 3, dcl+16, 1.121E-20, 3, dcl+16 
1408, J1751-3323, kbm+03, 0.54822710380, 7, ywml10, 8.830E-15, 7, ywml10 
1409, B1747-46, wvl69, 0.7423536034383, 6, jbv+19, 1.29787E-15, 6, jbv+19 
1410, J1752+2359, fcwa95, 0.409050865044, 9, lwf+04, 0.6427E-15, 9, lwf+04 

1411, J1752-2410, hfs+04, 0.1910366935341, 19, hfs+04, 6.1773E-16, 8, hfs+04 
1412, B1749-28, tv68, 0.56255763553, 3, hlk+04, 8.12913E-15, 10, hlk+04 
1413, J1752-2821, mhl+02, 0.64022949952, 4, mhl+02, 3.468E-15, 17, mhl+02 
1414, J1753-1914, lfl+06, 0.0629548889725, 12, lfl+06, 2.02E-18, 12, lfl+06 
1415, J1753-2240, kkl+09, 0.0951378086771, 7, kkl+09, 0.00097E-15, 12, kkl+09 

1416, B1750-24, cl86, 0.52833640936, 3, hlk+04, 1.411502E-14, 17, hlk+04 
1417, J1753-2819, mic13, 0.018623631832618, 4, pbm+19, -4.936E-20, 14, pbm+19 
1418, J1754-2422, kjv+10, 2.0902480768, 4, bbb+12, 0.83E-15, 2, bbb+12 
1419, J1754-3014, mll+06, 1.3204904144, 3, jcs+17, 4.428E-15, 19, jcs+17 
1420, J1754-3443, hfs+04, 0.361690595821, 10, hfs+04, 5.712E-16, 7, hfs+04 

1421, J1754-3510, lfl+06, 0.392703893399, 3, lfl+06, 7.816E-16, 5, lfl+06 
1422, B1753+52, dtws85, 2.39139679486, 3, hlk+04, 1.5641E-15, 3, hlk+04 
1423, J1755-0903, bbb+12, 0.190709642575, 4, bbb+12, 0.7809E-15, 3, bbb+12 
1424, J1755-1650, lfl+06, 0.73374443871, 3, lfl+06, 6.86E-16, 3, lfl+06 
1425, J1755-2025, kel+09, 0.322231178915, 5, kel+09, 4.4217E-15, 6, kel+09 

1426, J1755-2521, mhl+02, 1.1759678772, 5, mhl+02, 9.0193E-14, 17, mhl+02 
1427, J1755-25211, hfs+04, 1.00451255339, 7, hfs+04, 3.12081E-14, 13, hfs+04 
1428, J1755-2534, hfs+04, 0.233540625445, 9, hfs+04, 1.12061E-14, 9, hfs+04 
1429, J1755-2550, ncb+15, 0.3151960620987, 16, nkt+18, 2.4337E-15, 14, nkt+18 
1430, J1755-26, ncb+15, 0.43087215605, 14, ncb+15, 12280E-18, 50, ncb+15 

1431, J1755-2725, mhl+02, 0.26195467832, 5, mhl+02, 1.4E-17, 9, mhl+02 
1432, J1755-3716, nbb+14, 0.01278606928999, 10, nbb+14, 3.1E-20, 4, nbb+14 
1433, J1756+1822, naf03, 0.74400093976, 7, bfrs18, 5.131E-16, 17, bfrs18 
1434, J1756-2225, hfs+04, 0.40498030096, 9, hfs+04, 5.2691E-14, 5, hfs+04 
1435, J1756-2251, fsk+04, 0.0284615890259983, 5, fsk+14, 1.017502E-18, 3, fsk+14 

1436, B1753-24, cl86, 0.6704799625529, 14, hlk+04, 2.84740E-16, 9, hlk+04 
1437, J1756-2619, kel+09, 0.72451374873, 11, kel+09, 1.238E-15, 6, kel+09 
1438, J1757-1500, bbb+12, 0.179354019096, 13, bsb+19, 1.5039E-15, 4, bsb+19 
1439, J1757-1854, cck+18, 0.021497231890027, 7, cck+18, 2.6303E-18, 7, cck+18 
1440, J1757-2223, mhl+02, 0.1853101015788, 11, mhl+02, 7.820E-16, 3, mhl+02 

1441, B1754-24, kom74, 0.23410579125, 5, ymw+17, 1.30048E-14, 17, ymw+17 
1442, J1757-2745, ncb+15, 0.017687215045108, 3, pbm+19, -1.305E-20, 16, pbm+19 
1443, J1757-5322, eb01, 0.008869961227277, 4, eb01b, 2.63E-20, 4, eb01b 
1444, J1758-1931, hfs+04, 0.69255157815, 7, hfs+04, 1.692E-14, 3, hfs+04 
1445, J1758-2206, mhl+02, 0.430278250497, 15, mhl+02, 9.56E-16, 4, mhl+02 

1446, J1758-2540, mhl+02, 2.1072633712, 4, mhl+02, 1.55E-15, 14, mhl+02 
1447, J1758-2630, mhl+02, 1.20289346322, 18, mhl+02, 5.17E-15, 8, mhl+02 
1448, J1758-2846, lfl+06, 0.76670638621, 3, lfl+06, 9.4E-17, 18, lfl+06 
1449, J1758+3030, cnst96, 0.94725581104, 8, snt97, 7.2E-16, 1, snt97 
1450, J1759-1029, bbb+12, 2.5122628118, 5, bbb+12, 15.74E-15, 2, bbb+12 

1451, J1759-1736, lfl+06, 0.79845156695, 8, lfl+06, 2.55E-16, 20, lfl+06 
1452, J1759-1903, hfs+04, 0.73150547250, 17, hfs+04, 3.07E-15, 7, hfs+04 
1453, J1759-1940, mhl+02, 0.254720352269, 7, mhl+02, 9.34E-17, 20, mhl+02 
1454, J1759-1956, mhl+02, 2.8433888097, 3, mhl+02, 1.857E-14, 5, mhl+02 
1455, B1756-22, mlt+78, 0.460981536134, 5, lbs+20, 1.085356E-14, 15, lbs+20 

1456, J1759-2302, mhl+02, 0.81071772906, 12, mhl+02, 1.0744E-14, 12, mhl+02 
1457, J1759-2307, mhl+02, 0.55888867754, 3, mhl+02, 3.762E-15, 3, mhl+02 
1458, J1759-2549, mhl+02, 0.95654854873, 11, mhl+02, 9.9592E-14, 13, mhl+02 
1459, J1759-2922, lml+98, 0.574400267809, 3, hlk+04, 4.62847E-15, 3, hlk+04 
1460, J1759-3107, hfs+04, 1.078954946883, 4, lbs+20, 3.77340E-15, 11, lbs+20 

1461, J1759+5036, amm+21, 0.17601634721733, 8, amm+21, 2.43E-19, 3, amm+21 
1462, J1759-5505, sfj+20, 0.37339212565, 20, sfj+20, 4.393E-16, 20, sfj+20 
1463, J1800-0125, crh+06a, 0.78318548958, 3, crh+06a, 11.537E-15, 5, crh+06a 
1464, J1800-2114, hfs+04, 1.7992724923, 7, hfs+04, 5.5E-16, 26, hfs+04 
1465, J1800+5034, slr+14, 0.578375101145, 11, lsk+18, 1.17E-16, 7, lsk+18 

1466, B1758-03, stwd85, 0.92149286624, 4, lbs+20, 3.30557E-15, 9, lbs+20 
1467, J1801-0857A, lrfs11, 0.00717561460624, 16, pmq+21, -5.1038E-19, 5, pmq+21 
1468, J1801-0857B, lrfs11, 0.02896158842782, 9, pqm+21, 2.204E-18, 6, pqm+21 
1469, J1801-0857C, lrfs11, 0.0037386996643, 5, pmq+21, -6.392E-20, 13, pmq+21 
1470, J1801-0857D, lrfs11, 0.00422653200317, 15, pmq+21, 7.7E-21, 4, pmq+21 

1471, J1801-0857E, pmq+21, 0.007601670492227, 5, pmq+21, -1.0367E-18, 12, pmq+21 
1472, J1801-0857F, pmq+21, 0.024891985032542, 13, pmq+21, -2.672E-18, 5, pmq+21 
1473, J1801-0857G, pmq+21, 0.05159136661, 3, pmq+21, 8.0E-20, 6, pmq+21 
1474, J1801-0857H, pqm+21, 0.005642723448168, 7, pqm+21, 3.85E-19, 3, pqm+21 
1475, J1801-1417, fsk+04, 0.0036250967171671, 17, dcl+16, 0.530E-20, 3, dcl+16 

1476, J1801-1855, mhl+02, 2.5504982104, 10, mhl+02, 1.8E-16, 22, mhl+02 
1477, J1801-1909, mhl+02, 1.10872484960, 5, mhl+02, 7.03E-16, 9, mhl+02 
1478, J1801-2115, hfs+04, 0.4381131572, 4, hfs+04, 1.6E-17, 6, hfs+04 
1479, J1801-2154, hfs+04, 0.375301756356, 16, psj+19, 1.6018E-14, 3, psj+19 
1480, B1758-29, jlm+92, 1.0819104982770, 12, lbs+20, 3.29230E-15, 4, lbs+20 

1481, J1801-3210, kjv+10, 0.0074535843734649, 6, pbm+19, 7.2E-23, 12, pbm+19 
1482, J1801-3458, lfl+06, 1.3856036231, 3, lfl+06, 4.0E-16, 4, lfl+06 
1483, J1802+0128, ebvb01, 0.554261603931, 10, ebvb01, 2.109E-15, 3, ebvb01 
1484, J1802-0523, bbb+12, 1.68057296916, 9, bsb+19, 2.649E-15, 3, bsb+19 
1485, J1802-1745, mhl+02, 0.51467137652, 3, mhl+02, 5.64E-16, 11, mhl+02 

1486, J1802-2124, fsk+04, 0.0126475935865227, 4, fsk+10, 7.256E-20, 3, fsk+10 
1487, J1802-2426, mhl+02, 0.56900709018, 3, mhl+02, 8.562E-15, 7, mhl+02 
1488, J1802-3346, kjv+10, 2.461051995, 3, bbb+12, 1.32E-15, 9, bbb+12 
1489, J1803-1616, hfs+04, 0.536595822673, 18, hfs+04, 1.7714E-15, 12, hfs+04 
1490, J1803-1857, mhl+02, 2.86433773648, 13, mhl+02, 1.517E-14, 4, mhl+02 

1491, J1803-1920, hfs+04, 0.443648922251, 16, hfs+04, 3.297E-16, 8, hfs+04 
1492, J1803-2149, pga+12, 0.106334059346, 3, saa+23, 1.950190E-14, 17, saa+23 
1493, B1800-27, jlm+92, 0.334415426505, 3, hlk+04, 1.7113E-17, 13, hlk+04 
1494, J1803-3002A, pdc+05, 0.007101392508118, 16, zmc+20, 4.00E-20, 10, zmc+20 
1495, J1803-3329, kjv+10, 0.633411983159, 4, bbb+12, 0.3372E-15, 2, bbb+12 

1496, J1803-6707, cro20, 0.0021346188308539, 4, saa+23, 1.847E-20, 9, saa+23 
1497, B1802-07, dbl+93, 0.02310085528430, 3, hlk+04, 4.671E-19, 3, hlk+04 
1498, J1804-2228, mhl+02, 0.57051063348, 10, mhl+02, 1.43E-16, 10, mhl+02 
1499, J1804-2717, llb+96, 0.009343030844543, 4, dcl+16, 4.085E-20, 5, dcl+16 
1500, J1804-2858, mbc+19, 0.00149268528411635, 12, pbm+19, -7.57E-22, 3, pbm+19 

1501, B1802+03, stwd85, 0.2187115654904, 15, hlk+04, 9.99455E-16, 7, hlk+04 
1502, J1805+0615, cck+16, 0.0021289064590218, 5, drc+21, 2.2758E-20, 9, drc+21 
1503, J1805-0619, ebvb01, 0.454650713078, 7, ebvb01, 9.690E-16, 13, ebvb01 
1504, J1805-1504, lfl+06, 1.1812692298, 3, lfl+06, 2.7E-16, 3, lfl+06 
1505, J1805-2032, mhl+02, 0.40576948790, 5, mhl+02, 8.394E-15, 7, mhl+02 

1506, J1805-2037, mhl+02, 0.357806774953, 13, mhl+02, 1.7555E-15, 16, mhl+02 
1507, J1805-2447, hfs+04, 0.661401759025, 14, hfs+04, 5.8E-18, 7, hfs+04 
1508, J1805-2948, bbb+12, 0.4283409894, 2, bbb+12, 0.474E-15, 5, bbb+12 
1509, J1806+1023, ebvb01, 0.484286459778, 2, jbo+09, 0.05725E-15, 4, jbo+09 
1510, B1804-12, stwd85, 0.522618385775, 4, hlk+04, 1.40877E-15, 3, hlk+04 

1511, J1806-1618, hfs+04, 0.66830920992, 5, hfs+04, 8.62E-16, 3, hfs+04 
1512, J1806-1920, mhl+02, 0.8797908756, 7, mhl+02, 1.7E-17, 21, mhl+02 
1513, J1806-2125, mhl+02, 0.481824602, 4, psj+19, 1.17983E-13, 5, psj+19 
1514, J1806+2819, kmk+18, 0.01508366732422, 2, kmk+18, 0.0000375E-15, 5, kmk+18 
1515, J1807+0756, rtj+96, 0.464300493199, 2, clm+05, 0.1294E-15, 2, clm+05 

1516, B1804-08, mlt+78, 0.16372737166367, 9, hlk+04, 2.87993E-17, 4, hlk+04 
1517, J1807-2459A, rgh+01, 0.003059448798020229, 30, lfrj12, -4.3352E-21, 26, lfrj12 
1518, J1807-2459B, cha03, 0.00418617720284089, 25, lfrj12, 8.23245E-20, 18, lfrj12 
1519, J1807-2557, kle+10, 2.76419486975, 4, kkl+11, 4.994E-15, 2, kkl+11 
1520, B1804-27, mlt+78, 0.827776461518, 9, hlk+04, 1.217251E-14, 7, hlk+04 

1521, J1808-0813, mld+96, 0.876044286677, 6, hlk+04, 1.24020E-15, 6, hlk+04 
1522, J1808-1020, lfl+06, 0.596993202504, 4, lfl+06, 7.725E-16, 4, lfl+06 
1523, J1808-1517, eklk13, 0.544549207067, 8, eklk13, 2.6671E-15, 5, eklk13 
1524, J1808-1726, lfl+06, 0.24103454795, 9, lfl+06, 1.2E-17, 12, lfl+06 
1525, B1805-20, cl86, 0.918410326286, 11, hlk+04, 1.707608E-14, 9, hlk+04 

1526, J1808-2701, lfl+06, 2.45788177758, 12, lfl+06, 6.5818E-14, 11, lfl+06 
1527, J1808-3249, ebvb01, 0.364912241765, 10, ebvb01, 7.0494E-15, 10, ebvb01 
1528, J1809-0119, kjv+10, 0.7449764016, 3, bbb+12, 2.29E-15, 2, bbb+12 
1529, J1809-0743, ebvb01, 0.313885674748, 5, ebvb01, 1.521E-16, 9, ebvb01 
1530, J1809-1429, mhl+02, 0.895285284345, 13, mhl+02, 5.240E-15, 4, mhl+02 

1531, J1809-1850, hfs+04, 1.12448108944, 17, hfs+04, 1.0575E-14, 8, hfs+04 
1532, J1809-1917, mhl+02, 0.082755269706, 6, psj+19, 2.553016E-14, 14, psj+19 
1533, J1809-1943, ims+04, 5.540742829, 20, crh+16, 2.8281E-12, 11, crh+16 
1534, J1809-2004, mhl+02, 0.43481138633, 16, mhl+02, 7.28E-15, 6, mhl+02 
1535, B1806-21, cjlm87, 0.702413629135, 4, hlk+04, 3.82187E-15, 3, hlk+04 

1536, J1809-3547, lml+98, 0.8603878390, 7, dsb+98, 1.2E-16, 1, dsb+98 
1537, J1810+0705, scb+19, 0.30768283388, 1, tbc+20, 0.242E-15, 4, tbc+20 
1538, J1810-1441, hfs+04, 0.217213500357, 4, hfs+04, 2.387E-17, 19, hfs+04 
1539, J1810-1709, ccb+20, 1.16113257983, 7, ccb+20, 333E-18, 6, ccb+20 
1540, J1810+1744, hrm+11, 0.00166, 0, hrm+11, 0.46E-20, 0, aaa+13 

1541, J1810-1820, mhl+02, 0.153716278369, 8, mhl+02, 5.2E-17, 3, mhl+02 
1542, J1810-2005, clm+01, 0.032822244860022, 8, jsb+10, 1.4742E-19, 12, jsb+10 
1543, B1806-53, mlt+78, 0.26104978959, 3, lbs+20, 3.85739E-16, 7, lbs+20 
1544, J1811-0154, ebvb01, 0.92494482303, 4, ebvb01, 1.608E-15, 6, ebvb01 
1545, J1811-0624, mzl+23, 0.00414568354804, 3, mzl+23, 4.8E-21, 4, mzl+23 

1546, J1811+0702, fcwa95, 0.46171267661, 3, lwf+04, 2.692E-15, 1, lwf+04 
1547, J1811-1049, kek+13, 2.6238585620, 3, kek+13, 0.8E-15, 2, kek+13 
1548, J1811-1717, ncb+15, 0.39138510099, 9, ncb+15, 120E-18, 80, ncb+15 
1549, J1811-1736, lcm+00, 0.1041819547968, 4, cks+07, 9.01E-19, 5, cks+07 
1550, J1811-1835, mhl+02, 0.55746361200, 10, mhl+02, 6.315E-15, 13, mhl+02 

1551, J1811-2405, kjv+10, 0.00266059327687744, 2, ngf+20, 1.37756E-20, 3, ngf+20 
1552, J1811-2439, lfl+06, 0.415812941402, 11, lfl+06, 2.972E-16, 11, lfl+06 
1553, J1811-4930, kjv+10, 1.4327041968, 1, bbb+12, 2.254E-15, 5, bbb+12 
1554, B1810+02, stwd85, 0.793902802035, 3, hlk+04, 3.59963E-15, 3, hlk+04 
1555, B1809-173, cl86, 1.20537444137, 9, ywml10, 1.9077E-14, 15, ywml10 

1556, B1809-176, cjlm87, 0.538340543302, 9, hlk+04, 9.8245E-16, 5, hlk+04 
1557, J1812-1910, hfs+04, 0.43099098078, 6, hfs+04, 3.774E-14, 3, hfs+04 
1558, J1812-20, ccb+20, 1.9031119816, 5, ccb+20, 240E-18, 30, ccb+20 
1559, J1812-2102, mhl+02, 1.22335230807, 9, mhl+02, 2.3893E-14, 9, mhl+02 
1560, J1812-2526, lfl+06, 0.315835048197, 8, lfl+06, 1.775E-16, 9, lfl+06 

1561, J1812-2748, kjv+10, 0.236983307439, 9, bbb+12, 0.3156E-15, 4, bbb+12 
1562, J1812-3039, bbb+12, 0.58747677594, 2, bbb+12, 0.6602E-15, 8, bbb+12 
1563, J1813-0402, mzl+23, 0.0041065595383672, 4, mzl+23, 6.943E-21, 12, mzl+23 
1564, J1813-1246, aaa+09c, 0.048072246759, 7, rkp+11, 1.75637E-14, 3, rkp+11 
1565, J1813+1822, lwf+04, 0.3364246764, 9, lwf+04, 0.021E-15, 8, lwf+04 

1566, J1813-2113, mhl+02, 0.426466240565, 13, mhl+02, 2.081E-15, 6, mhl+02 
1567, J1813-2242, hfs+04, 0.328514216183, 15, hfs+04, 4.78E-17, 6, hfs+04 
1568, J1813-2621, fsk+04, 0.0044300116286341, 18, lem+15, 1.2466E-20, 6, lem+15 
1569, B1811+40, dth78, 0.931089084936, 3, hlk+04, 2.54871E-15, 3, hlk+04 
1570, J1814-0521, kjv+10, 1.01421948495, 6, bbb+12, 0.884E-15, 3, bbb+12 

1571, J1814-0618, lfl+06, 1.37786849563, 14, lfl+06, 2.92E-16, 16, lfl+06 
1572, J1814+1130, naf03, 0.751261115038, 3, naf03, 1.66038E-15, 8, naf03 
1573, J1814-1649, mhl+02, 0.95746393536, 7, mhl+02, 6.333E-15, 7, mhl+02 
1574, J1814-1744, ckl+00, 3.975905188, 16, js06, 7.447E-13, 4, js06 
1575, J1815-1738, hfs+04, 0.198456978776, 4, psj+19, 7.77681E-14, 5, psj+19 

1576, J1815-1910, mhl+02, 1.24992353738, 8, mhl+02, 3.630E-14, 3, mhl+02 
1577, J1815+5546, slr+14, 0.42684382706, 4, lsk+18, 9.5E-17, 15, lsk+18 
1578, J1816-0755, lfl+06, 0.2176426911444, 15, lfl+06, 6.48032E-15, 15, lfl+06 
1579, J1816-1446, hfs+04, 0.594499815819, 18, hfs+04, 1.3261E-15, 11, hfs+04 
1580, B1813-17, clj+92, 0.78231335990, 4, hlk+04, 7.2621E-15, 3, hlk+04 

