t [yr], r [pc]
1021765.14, 83.55
1021979.96, 83.55
1022194.77, 83.56
1022409.58, 83.56
1022624.40, 83.57
1022839.21, 83.57
1023054.03, 83.58
1023268.84, 83.58
1023483.66, 83.59
1023698.47, 83.59
1023913.29, 83.60
1024128.10, 83.60
1024342.91, 83.61
1024557.73, 83.62
1024772.54, 83.62
1024987.36, 83.63
1025202.17, 83.63
1025416.99, 83.64
1025631.80, 83.64
1025846.62, 83.65
1026061.43, 83.65
1026276.24, 83.66
1026491.06, 83.66
1026705.87, 83.67
1026920.69, 83.67
1027135.50, 83.68
1027350.32, 83.68
1027565.13, 83.69
1027779.94, 83.69
1027994.76, 83.70
1028209.57, 83.71
1028424.39, 83.71
1028639.20, 83.72
1028854.02, 83.72
1029068.83, 83.73
1029283.65, 83.73
1029498.46, 83.74
1029713.27, 83.74
1029928.09, 83.75
1030142.90, 83.75
1030357.72, 83.76
1030572.53, 83.76
1030787.35, 83.77
1031002.16, 83.77
1031216.97, 83.78
1031431.79, 83.78
1031646.60, 83.79
1031861.42, 83.80
1032076.23, 83.80
1032291.05, 83.81
1032505.86, 83.81
1032720.68, 83.82
1032935.49, 83.82
1033150.30, 83.83
1033365.12, 83.83
1033579.93, 83.84
1033794.75, 83.84
1034009.56, 83.85
1034224.38, 83.85
1034439.19, 83.86
1034654.00, 83.86
1034868.82, 83.87
1035083.63, 83.87
1035298.45, 83.88
1035513.26, 83.89
1035728.08, 83.89
1035942.89, 83.90
1036157.71, 83.90
1036372.52, 83.91
1036587.33, 83.91
1036802.15, 83.92
1037016.96, 83.92
1037231.78, 83.93
1037446.59, 83.93
1037661.41, 83.94
1037876.22, 83.94
1038091.03, 83.95
1038305.85, 83.95
1038520.66, 83.96
1038735.48, 83.96
1038950.29, 83.97
1039165.11, 83.98
1039379.92, 83.98
1039594.74, 83.99
1039809.55, 83.99
1040024.36, 84.00
1040239.18, 84.00
1040453.99, 84.01
1040668.81, 84.01
1040883.62, 84.02
1041098.44, 84.02
1041313.25, 84.03
1041528.06, 84.03
1041742.88, 84.04
1041957.69, 84.04
1042172.51, 84.05
1042387.32, 84.05
1042602.14, 84.06
1042816.95, 84.06
1043031.77, 84.07
1043246.58, 84.07
1043461.39, 84.08
1043676.21, 84.09
1043891.02, 84.09
1044105.84, 84.10
1044320.65, 84.10
1044535.47, 84.11
1044750.28, 84.11
1044965.09, 84.12
1045179.91, 84.12
1045394.72, 84.13
1045609.54, 84.13
1045824.35, 84.14
1046039.17, 84.14
1046253.98, 84.15
1046468.80, 84.15
1046683.61, 84.16
1046898.42, 84.16
1047113.24, 84.17
1047328.05, 84.17
1047542.87, 84.18
1047757.68, 84.19
1047972.50, 84.19
1048187.31, 84.20
1048402.12, 84.20
1048616.94, 84.21
1048831.75, 84.21
1049046.57, 84.22
1049261.38, 84.22
1049476.20, 84.23
1049691.01, 84.23
1049905.83, 84.24
1050120.64, 84.24
1050335.45, 84.25
1050550.27, 84.25
1050765.08, 84.26
1050979.90, 84.26
1051194.71, 84.27
1051409.53, 84.27
1051624.34, 84.28
1051839.15, 84.28
1052053.97, 84.29
1052268.78, 84.29
1052483.60, 84.30
1052698.41, 84.31
1052913.23, 84.31
1053128.04, 84.32
1053342.86, 84.32
1053557.67, 84.33
1053772.48, 84.33
1053987.30, 84.34
1054202.11, 84.34
1054416.93, 84.35
1054631.74, 84.35
1054846.56, 84.36
1055061.37, 84.36
1055276.18, 84.37
1055491.00, 84.37
1055705.81, 84.38
1055920.63, 84.38
1056135.44, 84.39
1056350.26, 84.39
1056565.07, 84.40
1056779.89, 84.40
1056994.70, 84.41
1057209.51, 84.41
1057424.33, 84.42
1057639.14, 84.43
1057853.96, 84.43
1058068.77, 84.44
1058283.59, 84.44
1058498.40, 84.45
1058713.21, 84.45
1058928.03, 84.46
1059142.84, 84.46
1059357.66, 84.47
1059572.47, 84.47
1059787.29, 84.48
1060002.10, 84.48
1060216.92, 84.49
1060431.73, 84.49
1060646.54, 84.50
1060861.36, 84.50
1061076.17, 84.51
1061290.99, 84.51
1061505.80, 84.52
1061720.62, 84.52
1061935.43, 84.53
1062150.24, 84.53
1062365.06, 84.54
1062579.87, 84.54
1062794.69, 84.55
1063009.50, 84.55
1063224.32, 84.56
1063439.13, 84.57
1063653.95, 84.57
1063868.76, 84.58
1064083.57, 84.58
1064298.39, 84.59
1064513.20, 84.59
1064728.02, 84.60
1064942.83, 84.60
1065157.65, 84.61
1065372.46, 84.61
1065587.27, 84.62
1065802.09, 84.62
1066016.90, 84.63
1066231.72, 84.63
1066446.53, 84.64
1066661.35, 84.64
1066876.16, 84.65
1067090.98, 84.65
1067305.79, 84.66
1067520.60, 84.66
1067735.42, 84.67
1067950.23, 84.67
1068165.05, 84.68
1068379.86, 84.68
1068594.68, 84.69
1068809.49, 84.69
1069024.30, 84.70
1069239.12, 84.70
1069453.93, 84.71
1069668.75, 84.72
1069883.56, 84.72
1070098.38, 84.73
1070313.19, 84.73
1070528.01, 84.74
1070742.82, 84.74
1070957.63, 84.75
1071172.45, 84.75
1071387.26, 84.76
1071602.08, 84.76
1071816.89, 84.77
1072031.71, 84.77
1072246.52, 84.78
1072461.33, 84.78
1072676.15, 84.79
1072890.96, 84.79
1073105.78, 84.80
1073320.59, 84.80
1073535.41, 84.81
1073750.22, 84.81
1073965.04, 84.82
1074179.85, 84.82
1074394.66, 84.83
1074609.48, 84.83
1074824.29, 84.84
1075039.11, 84.84
1075253.92, 84.85
1075468.74, 84.85
1075683.55, 84.86
1075898.36, 84.86
1076113.18, 84.87
1076327.99, 84.87
1076542.81, 84.88
1076757.62, 84.88
1076972.44, 84.89
1077187.25, 84.90
1077402.07, 84.90
1077616.88, 84.91
1077831.69, 84.91
1078046.51, 84.92
1078261.32, 84.92
1078476.14, 84.93
1078690.95, 84.93
1078905.77, 84.94
1079120.58, 84.94
1079335.40, 84.95
1079550.21, 84.95
1079765.02, 84.96
1079979.84, 84.96
1080194.65, 84.97
1080409.47, 84.97
1080624.28, 84.98
1080839.10, 84.98
1081053.91, 84.99
1081268.72, 84.99
1081483.54, 85.00
1081698.35, 85.00
1081913.17, 85.01
1082127.98, 85.01
1082342.80, 85.02
1082557.61, 85.02
1082772.43, 85.03
1082987.24, 85.03
1083202.05, 85.04
1083416.87, 85.04
1083631.68, 85.05
1083846.50, 85.05
1084061.31, 85.06
1084276.13, 85.06
1084490.94, 85.07
1084705.75, 85.07
1084920.57, 85.08
1085135.38, 85.08
1085350.20, 85.09
1085565.01, 85.09
1085779.83, 85.10
1085994.64, 85.10
1086209.46, 85.11
1086424.27, 85.12
1086639.08, 85.12
1086853.90, 85.13
1087068.71, 85.13
1087283.53, 85.14
1087498.34, 85.14
1087713.16, 85.15
1087927.97, 85.15
1088142.78, 85.16
1088357.60, 85.16
1088572.41, 85.17
1088787.23, 85.17
1089002.04, 85.18
1089216.86, 85.18
1089431.67, 85.19
1089646.49, 85.19
1089861.30, 85.20
1090076.11, 85.20
1090290.93, 85.21
1090505.74, 85.21
1090720.56, 85.22
1090935.37, 85.22
1091150.19, 85.23
1091365.00, 85.23
1091579.81, 85.24
1091794.63, 85.24
1092009.44, 85.25
1092224.26, 85.25
1092439.07, 85.26
1092653.89, 85.26
1092868.70, 85.27
1093083.52, 85.27
1093298.33, 85.28
1093513.14, 85.28
1093727.96, 85.29
1093942.77, 85.29
1094157.59, 85.30
1094372.40, 85.30
1094587.22, 85.31
1094802.03, 85.31
1095016.84, 85.32
1095231.66, 85.32
1095446.47, 85.33
1095661.29, 85.33
1095876.10, 85.34
1096090.92, 85.34
1096305.73, 85.35
1096520.55, 85.35
1096735.36, 85.36
1096950.17, 85.36
1097164.99, 85.37
1097379.80, 85.37
1097594.62, 85.38
1097809.43, 85.38
1098024.25, 85.39
1098239.06, 85.39
1098453.87, 85.40
1098668.69, 85.40
1098883.50, 85.41
1099098.32, 85.41
1099313.13, 85.42
1099527.95, 85.43
1099742.76, 85.43
1099957.58, 85.44
1100172.39, 85.44
1100387.20, 85.45
1100602.02, 85.45
1100816.83, 85.46
1101031.65, 85.46
1101246.46, 85.47
1101461.28, 85.47
1101676.09, 85.48
1101890.90, 85.48
1102105.72, 85.49
1102320.53, 85.49
1102535.35, 85.50
1102750.16, 85.50
1102964.98, 85.51
1103179.79, 85.51
1103394.61, 85.52
1103609.42, 85.52
1103824.23, 85.53
1104039.05, 85.53
1104253.86, 85.54
1104468.68, 85.54
1104683.49, 85.55
1104898.31, 85.55
1105113.12, 85.56
1105327.93, 85.56
1105542.75, 85.57
1105757.56, 85.57
1105972.38, 85.58
1106187.19, 85.58
1106402.01, 85.59
1106616.82, 85.59
1106831.64, 85.60
1107046.45, 85.60
1107261.26, 85.61
1107476.08, 85.61
1107690.89, 85.62
1107905.71, 85.62
1108120.52, 85.63
1108335.34, 85.63
1108550.15, 85.64
1108764.96, 85.64
1108979.78, 85.65
1109194.59, 85.65
1109409.41, 85.66
1109624.22, 85.66
1109839.04, 85.67
1110053.85, 85.67
1110268.67, 85.68
1110483.48, 85.68
1110698.29, 85.69
1110913.11, 85.69
1111127.92, 85.70
1111342.74, 85.70
1111557.55, 85.71
1111772.37, 85.71
1111987.18, 85.72
1112201.99, 85.72
1112416.81, 85.73
1112631.62, 85.73
1112846.44, 85.74
1113061.25, 85.74
1113276.07, 85.75
1113490.88, 85.75
1113705.70, 85.76
1113920.51, 85.76
1114135.32, 85.77
1114350.14, 85.77
1114564.95, 85.78
1114779.77, 85.78
1114994.58, 85.79
1115209.40, 85.79
1115424.21, 85.80
1115639.02, 85.80
1115853.84, 85.81
1116068.65, 85.81
1116283.47, 85.82
1116498.28, 85.82
1116713.10, 85.83
1116927.91, 85.83
1117142.73, 85.84
1117357.54, 85.84
1117572.35, 85.85
1117787.17, 85.85
1118001.98, 85.86
1118216.80, 85.86
1118431.61, 85.87
1118646.43, 85.87
1118861.24, 85.88
1119076.05, 85.88
1119290.87, 85.89
1119505.68, 85.89
1119720.50, 85.90
1119935.31, 85.90
1120150.13, 85.91
1120364.94, 85.91
1120579.76, 85.92
1120794.57, 85.92
1121009.38, 85.93
1121224.20, 85.93
1121439.01, 85.94
1121653.83, 85.94
1121868.64, 85.95
1122083.46, 85.95
1122298.27, 85.96
1122513.08, 85.96
1122727.90, 85.97
1122942.71, 85.97
1123157.53, 85.98
1123372.34, 85.98
1123587.16, 85.99
1123801.97, 85.99
1124016.79, 86.00
1124231.60, 86.00
1124446.41, 86.01
1124661.23, 86.01
1124876.04, 86.02
1125090.86, 86.02
1125305.67, 86.03
1125520.49, 86.03
1125735.30, 86.04
1125950.11, 86.04
1126164.93, 86.05
1126379.74, 86.05
1126594.56, 86.06
1126809.37, 86.06
1127024.19, 86.07
1127239.00, 86.07
1127453.82, 86.08
1127668.63, 86.08
1127883.44, 86.09
1128098.26, 86.09
1128313.07, 86.10
1128527.89, 86.10
1128742.70, 86.11
1128957.52, 86.11
1129172.33, 86.12
1129387.15, 86.12
1129601.96, 86.13
1129816.77, 86.13
1130031.59, 86.14
1130246.40, 86.14
1130461.22, 86.15
1130676.03, 86.15
1130890.85, 86.16
1131105.66, 86.16
1131320.47, 86.17
1131535.29, 86.17
1131750.10, 86.18
1131964.92, 86.18
1132179.73, 86.19
1132394.55, 86.19
1132609.36, 86.20
1132824.18, 86.20
1133038.99, 86.21
1133253.80, 86.21
1133468.62, 86.22
1133683.43, 86.22
1133898.25, 86.23
1134113.06, 86.23
1134327.88, 86.24
1134542.69, 86.24
1134757.50, 86.25
1134972.32, 86.25
1135187.13, 86.26
1135401.95, 86.26
1135616.76, 86.27
1135831.58, 86.27
1136046.39, 86.28
1136261.21, 86.28
1136476.02, 86.29
1136690.83, 86.29
1136905.65, 86.29
1137120.46, 86.30
1137335.28, 86.30
1137550.09, 86.31
1137764.91, 86.31
1137979.72, 86.32
1138194.53, 86.32
1138409.35, 86.33
1138624.16, 86.33
1138838.98, 86.34
1139053.79, 86.34
1139268.61, 86.35
1139483.42, 86.35
1139698.24, 86.36
1139913.05, 86.36
1140127.86, 86.37
1140342.68, 86.37
1140557.49, 86.38
1140772.31, 86.38
1140987.12, 86.39
1141201.94, 86.39
1141416.75, 86.40
1141631.56, 86.40
1141846.38, 86.41
1142061.19, 86.41
1142276.01, 86.42
1142490.82, 86.42
1142705.64, 86.43
1142920.45, 86.43
1143135.27, 86.44
1143350.08, 86.44
1143564.89, 86.45
1143779.71, 86.45
1143994.52, 86.46
1144209.34, 86.46
1144424.15, 86.47
1144638.97, 86.47
1144853.78, 86.48
1145068.59, 86.48
1145283.41, 86.49
1145498.22, 86.49
1145713.04, 86.50
1145927.85, 86.50
1146142.67, 86.51
1146357.48, 86.51
1146572.30, 86.52
1146787.11, 86.52
1147001.92, 86.53
1147216.74, 86.53
1147431.55, 86.54
1147646.37, 86.54
1147861.18, 86.55
1148076.00, 86.55
1148290.81, 86.56
1148505.62, 86.56
1148720.44, 86.57
1148935.25, 86.57
1149150.07, 86.58
1149364.88, 86.58
1149579.70, 86.59
1149794.51, 86.59
1150009.33, 86.60
1150224.14, 86.60
1150438.95, 86.60
1150653.77, 86.61
1150868.58, 86.61
1151083.40, 86.62
1151298.21, 86.62
1151513.03, 86.63
1151727.84, 86.63
1151942.65, 86.64
1152157.47, 86.64
1152372.28, 86.65
1152587.10, 86.65
1152801.91, 86.66
1153016.73, 86.66
1153231.54, 86.67
1153446.36, 86.67
1153661.17, 86.68
1153875.98, 86.68
1154090.80, 86.69
1154305.61, 86.69
1154520.43, 86.70
1154735.24, 86.70
1154950.06, 86.71
1155164.87, 86.71
1155379.68, 86.72
1155594.50, 86.72
1155809.31, 86.73
1156024.13, 86.73
1156238.94, 86.74
1156453.76, 86.74
1156668.57, 86.75
1156883.39, 86.75
1157098.20, 86.76
1157313.01, 86.76
1157527.83, 86.77
1157742.64, 86.77
1157957.46, 86.78
1158172.27, 86.78
1158387.09, 86.79
1158601.90, 86.79
1158816.71, 86.80
1159031.53, 86.80
1159246.34, 86.81
1159461.16, 86.81
1159675.97, 86.82
1159890.79, 86.82
1160105.60, 86.82
1160320.42, 86.83
1160535.23, 86.83
1160750.04, 86.84
1160964.86, 86.84
1161179.67, 86.85
1161394.49, 86.85
1161609.30, 86.86
1161824.12, 86.86
1162038.93, 86.87
1162253.74, 86.87
1162468.56, 86.88
1162683.37, 86.88
1162898.19, 86.89
1163113.00, 86.89
1163327.82, 86.90
1163542.63, 86.90
1163757.45, 86.91
1163972.26, 86.91
1164187.07, 86.92
1164401.89, 86.92
1164616.70, 86.93
1164831.52, 86.93
1165046.33, 86.94
1165261.15, 86.94
1165475.96, 86.95
1165690.77, 86.95
1165905.59, 86.96
1166120.40, 86.96
1166335.22, 86.97
1166550.03, 86.97
1166764.85, 86.98
1166979.66, 86.98
1167194.48, 86.99
1167409.29, 86.99
1167624.10, 86.99
1167838.92, 87.00
1168053.73, 87.00
1168268.55, 87.01
1168483.36, 87.01
1168698.18, 87.02
1168912.99, 87.02
1169127.80, 87.03
1169342.62, 87.03
1169557.43, 87.04
1169772.25, 87.04
1169987.06, 87.05
1170201.88, 87.05
1170416.69, 87.06
1170631.51, 87.06
1170846.32, 87.07
1171061.13, 87.07
1171275.95, 87.08
1171490.76, 87.08
1171705.58, 87.09
1171920.39, 87.09
1172135.21, 87.10
1172350.02, 87.10
1172564.83, 87.11
1172779.65, 87.11
1172994.46, 87.12
1173209.28, 87.12
1173424.09, 87.13
1173638.91, 87.13
1173853.72, 87.14
1174068.54, 87.14
1174283.35, 87.14
1174498.16, 87.15
1174712.98, 87.15
1174927.79, 87.16
1175142.61, 87.16
1175357.42, 87.17
1175572.24, 87.17
1175787.05, 87.18
1176001.86, 87.18
1176216.68, 87.19
1176431.49, 87.19
1176646.31, 87.20
1176861.12, 87.20
1177075.94, 87.21
1177290.75, 87.21
1177505.57, 87.22
1177720.38, 87.22
1177935.19, 87.23
1178150.01, 87.23
1178364.82, 87.24
1178579.64, 87.24
1178794.45, 87.25
1179009.27, 87.25
1179224.08, 87.26
1179438.89, 87.26
1179653.71, 87.27
1179868.52, 87.27
1180083.34, 87.27
1180298.15, 87.28
1180512.97, 87.28
1180727.78, 87.29
1180942.60, 87.29
1181157.41, 87.30
1181372.22, 87.30
1181587.04, 87.31
1181801.85, 87.31
1182016.67, 87.32
1182231.48, 87.32
1182446.30, 87.33
1182661.11, 87.33
1182875.93, 87.34
1183090.74, 87.34
1183305.55, 87.35
1183520.37, 87.35
1183735.18, 87.36
1183950.00, 87.36
1184164.81, 87.37
1184379.63, 87.37
1184594.44, 87.38
1184809.25, 87.38
1185024.07, 87.39
1185238.88, 87.39
1185453.70, 87.40
1185668.51, 87.40
1185883.33, 87.40
1186098.14, 87.41
1186312.96, 87.41
1186527.77, 87.42
1186742.58, 87.42
1186957.40, 87.43
1187172.21, 87.43
1187387.03, 87.44
1187601.84, 87.44
1187816.66, 87.45
1188031.47, 87.45
1188246.28, 87.46
1188461.10, 87.46
1188675.91, 87.47
1188890.73, 87.47
1189105.54, 87.48
1189320.36, 87.48
1189535.17, 87.49
1189749.99, 87.49
1189964.80, 87.50
1190179.61, 87.50
1190394.43, 87.51
1190609.24, 87.51
1190824.06, 87.51
1191038.87, 87.52
1191253.69, 87.52
1191468.50, 87.53
1191683.31, 87.53
1191898.13, 87.54
1192112.94, 87.54
1192327.76, 87.55
1192542.57, 87.55
1192757.39, 87.56
1192972.20, 87.56
1193187.02, 87.57
1193401.83, 87.57
1193616.64, 87.58
1193831.46, 87.58
1194046.27, 87.59
1194261.09, 87.59
1194475.90, 87.60
1194690.72, 87.60
1194905.53, 87.61
1195120.34, 87.61
1195335.16, 87.62
1195549.97, 87.62
1195764.79, 87.62
1195979.60, 87.63
1196194.42, 87.63
1196409.23, 87.64
1196624.05, 87.64
1196838.86, 87.65
1197053.67, 87.65
1197268.49, 87.66
1197483.30, 87.66
1197698.12, 87.67
1197912.93, 87.67
1198127.75, 87.68
1198342.56, 87.68
1198557.37, 87.69
1198772.19, 87.69
1198987.00, 87.70
1199201.82, 87.70
1199416.63, 87.71
1199631.45, 87.71
1199846.26, 87.72
1200061.08, 87.72
1200275.89, 87.72
1200490.70, 87.73
1200705.52, 87.73
1200920.33, 87.74
1201135.15, 87.74
1201349.96, 87.75
1201564.78, 87.75
1201779.59, 87.76
1201994.40, 87.76
1202209.22, 87.77
1202424.03, 87.77
1202638.85, 87.78
1202853.66, 87.78
1203068.48, 87.79
1203283.29, 87.79
1203498.11, 87.80
1203712.92, 87.80
1203927.73, 87.81
1204142.55, 87.81
1204357.36, 87.81
1204572.18, 87.82
1204786.99, 87.82
1205001.81, 87.83
1205216.62, 87.83
1205431.43, 87.84
1205646.25, 87.84
1205861.06, 87.85
1206075.88, 87.85
1206290.69, 87.86
1206505.51, 87.86
1206720.32, 87.87
1206935.14, 87.87
1207149.95, 87.88
1207364.76, 87.88
1207579.58, 87.89
1207794.39, 87.89
1208009.21, 87.90
1208224.02, 87.90
1208438.84, 87.90
1208653.65, 87.91
1208868.46, 87.91
1209083.28, 87.92
1209298.09, 87.92
1209512.91, 87.93
1209727.72, 87.93
1209942.54, 87.94
1210157.35, 87.94
1210372.17, 87.95
1210586.98, 87.95
1210801.79, 87.96
1211016.61, 87.96
1211231.42, 87.97
1211446.24, 87.97
1211661.05, 87.98
1211875.87, 87.98
1212090.68, 87.99
1212305.49, 87.99
1212520.31, 87.99
1212735.12, 88.00
1212949.94, 88.00
1213164.75, 88.01
1213379.57, 88.01
1213594.38, 88.02
1213809.20, 88.02
1214024.01, 88.03
1214238.82, 88.03
1214453.64, 88.04
1214668.45, 88.04
1214883.27, 88.05
1215098.08, 88.05
1215312.90, 88.06
1215527.71, 88.06
1215742.52, 88.07
1215957.34, 88.07
1216172.15, 88.07
1216386.97, 88.08
1216601.78, 88.08
1216816.60, 88.09
1217031.41, 88.09
1217246.23, 88.10
1217461.04, 88.10
1217675.85, 88.11
1217890.67, 88.11
1218105.48, 88.12
1218320.30, 88.12
1218535.11, 88.13
1218749.93, 88.13
1218964.74, 88.14
1219179.55, 88.14
1219394.37, 88.15
1219609.18, 88.15
1219824.00, 88.15
1220038.81, 88.16
1220253.63, 88.16
1220468.44, 88.17
1220683.26, 88.17
1220898.07, 88.18
1221112.88, 88.18
1221327.70, 88.19
1221542.51, 88.19
1221757.33, 88.20
1221972.14, 88.20
1222186.96, 88.21
1222401.77, 88.21
1222616.58, 88.22
1222831.40, 88.22
1223046.21, 88.23
1223261.03, 88.23
1223475.84, 88.23
1223690.66, 88.24
1223905.47, 88.24
1224120.29, 88.25
1224335.10, 88.25
1224549.91, 88.26
1224764.73, 88.26
1224979.54, 88.27
1225194.36, 88.27
1225409.17, 88.28
1225623.99, 88.28
1225838.80, 88.29
1226053.61, 88.29
1226268.43, 88.30
1226483.24, 88.30
1226698.06, 88.30
1226912.87, 88.31
1227127.69, 88.31
1227342.50, 88.32
1227557.32, 88.32
1227772.13, 88.33
1227986.94, 88.33
1228201.76, 88.34
1228416.57, 88.34
1228631.39, 88.35
1228846.20, 88.35
1229061.02, 88.36
1229275.83, 88.36
1229490.64, 88.37
1229705.46, 88.37
1229920.27, 88.38
1230135.09, 88.38
1230349.90, 88.38
1230564.72, 88.39
1230779.53, 88.39
1230994.35, 88.40
1231209.16, 88.40
1231423.97, 88.41
1231638.79, 88.41
1231853.60, 88.42
1232068.42, 88.42
1232283.23, 88.43
1232498.05, 88.43
1232712.86, 88.44
1232927.68, 88.44
1233142.49, 88.45
1233357.30, 88.45
1233572.12, 88.45
1233786.93, 88.46
1234001.75, 88.46
1234216.56, 88.47
1234431.38, 88.47
1234646.19, 88.48
1234861.00, 88.48
1235075.82, 88.49
1235290.63, 88.49
1235505.45, 88.50
1235720.26, 88.50
1235935.08, 88.51
1236149.89, 88.51
1236364.71, 88.52
1236579.52, 88.52
1236794.33, 88.52
1237009.15, 88.53
1237223.96, 88.53
1237438.78, 88.54
1237653.59, 88.54
1237868.41, 88.55
1238083.22, 88.55
1238298.03, 88.56
1238512.85, 88.56
1238727.66, 88.57
1238942.48, 88.57
1239157.29, 88.58
1239372.11, 88.58
1239586.92, 88.58
1239801.74, 88.59
1240016.55, 88.59
1240231.36, 88.60
1240446.18, 88.60
1240660.99, 88.61
1240875.81, 88.61
1241090.62, 88.62
1241305.44, 88.62
1241520.25, 88.63
1241735.06, 88.63
1241949.88, 88.64
1242164.69, 88.64
1242379.51, 88.65
1242594.32, 88.65
1242809.14, 88.65
1243023.95, 88.66
1243238.77, 88.66
1243453.58, 88.67
1243668.39, 88.67
1243883.21, 88.68
1244098.02, 88.68
1244312.84, 88.69
1244527.65, 88.69
1244742.47, 88.70
1244957.28, 88.70
1245172.09, 88.71
1245386.91, 88.71
1245601.72, 88.71
1245816.54, 88.72
1246031.35, 88.72
1246246.17, 88.73
1246460.98, 88.73
1246675.80, 88.74
1246890.61, 88.74
1247105.42, 88.75
1247320.24, 88.75
1247535.05, 88.76
1247749.87, 88.76
1247964.68, 88.77
1248179.50, 88.77
1248394.31, 88.77
1248609.12, 88.78
1248823.94, 88.78
1249038.75, 88.79
1249253.57, 88.79
1249468.38, 88.80
1249683.20, 88.80
1249898.01, 88.81
1250112.83, 88.81
1250327.64, 88.82
1250542.45, 88.82
1250757.27, 88.83
1250972.08, 88.83
1251186.90, 88.84
1251401.71, 88.84
1251616.53, 88.84
1251831.34, 88.85
1252046.15, 88.85
1252260.97, 88.86
1252475.78, 88.86
1252690.60, 88.87
1252905.41, 88.87
1253120.23, 88.88
1253335.04, 88.88
1253549.86, 88.89
1253764.67, 88.89
1253979.48, 88.89
1254194.30, 88.90
1254409.11, 88.90
1254623.93, 88.91
1254838.74, 88.91
1255053.56, 88.92
1255268.37, 88.92
1255483.18, 88.93
1255698.00, 88.93
1255912.81, 88.94
1256127.63, 88.94
1256342.44, 88.95
1256557.26, 88.95
1256772.07, 88.95
1256986.89, 88.96
1257201.70, 88.96
1257416.51, 88.97
1257631.33, 88.97
1257846.14, 88.98
1258060.96, 88.98
1258275.77, 88.99
1258490.59, 88.99
1258705.40, 89.00
1258920.21, 89.00
1259135.03, 89.01
1259349.84, 89.01
1259564.66, 89.01
1259779.47, 89.02
1259994.29, 89.02
1260209.10, 89.03
1260423.92, 89.03
1260638.73, 89.04
1260853.54, 89.04
1261068.36, 89.05
1261283.17, 89.05
1261497.99, 89.06
1261712.80, 89.06
1261927.62, 89.07
1262142.43, 89.07
1262357.24, 89.07
1262572.06, 89.08
1262786.87, 89.08
1263001.69, 89.09
1263216.50, 89.09
1263431.32, 89.10
1263646.13, 89.10
1263860.95, 89.11
1264075.76, 89.11
1264290.57, 89.12
1264505.39, 89.12
1264720.20, 89.12
1264935.02, 89.13
1265149.83, 89.13
1265364.65, 89.14
1265579.46, 89.14
1265794.27, 89.15
1266009.09, 89.15
1266223.90, 89.16
1266438.72, 89.16
1266653.53, 89.17
1266868.35, 89.17
1267083.16, 89.18
1267297.98, 89.18
1267512.79, 89.18
1267727.60, 89.19
1267942.42, 89.19
1268157.23, 89.20
1268372.05, 89.20
1268586.86, 89.21
1268801.68, 89.21
1269016.49, 89.22
1269231.30, 89.22
1269446.12, 89.23
1269660.93, 89.23
1269875.75, 89.23
1270090.56, 89.24
1270305.38, 89.24
1270520.19, 89.25
1270735.01, 89.25
1270949.82, 89.26
1271164.63, 89.26
1271379.45, 89.27
1271594.26, 89.27
1271809.08, 89.28
1272023.89, 89.28
1272238.71, 89.28
1272453.52, 89.29
1272668.33, 89.29
1272883.15, 89.30
1273097.96, 89.30
1273312.78, 89.31
1273527.59, 89.31
1273742.41, 89.32
1273957.22, 89.32
1274172.04, 89.33
1274386.85, 89.33
1274601.66, 89.34
1274816.48, 89.34
1275031.29, 89.34
1275246.11, 89.35
1275460.92, 89.35
1275675.74, 89.36
1275890.55, 89.36
1276105.36, 89.37
1276320.18, 89.37
1276534.99, 89.38
1276749.81, 89.38
1276964.62, 89.39
1277179.44, 89.39
1277394.25, 89.39
1277609.07, 89.40
1277823.88, 89.40
1278038.69, 89.41
1278253.51, 89.41
1278468.32, 89.42
1278683.14, 89.42
1278897.95, 89.43
1279112.77, 89.43
1279327.58, 89.44
1279542.39, 89.44
1279757.21, 89.44
1279972.02, 89.45
1280186.84, 89.45
1280401.65, 89.46
1280616.47, 89.46
1280831.28, 89.47
1281046.10, 89.47
1281260.91, 89.48
1281475.72, 89.48
1281690.54, 89.49
1281905.35, 89.49
1282120.17, 89.49
1282334.98, 89.50
1282549.80, 89.50
1282764.61, 89.51
1282979.43, 89.51
1283194.24, 89.52
1283409.05, 89.52
1283623.87, 89.53
1283838.68, 89.53
1284053.50, 89.53
1284268.31, 89.54
1284483.13, 89.54
1284697.94, 89.55
1284912.75, 89.55
1285127.57, 89.56
1285342.38, 89.56
1285557.20, 89.57
1285772.01, 89.57
1285986.83, 89.58
1286201.64, 89.58
1286416.46, 89.58
1286631.27, 89.59
1286846.08, 89.59
1287060.90, 89.60
1287275.71, 89.60
1287490.53, 89.61
1287705.34, 89.61
1287920.16, 89.62
1288134.97, 89.62
1288349.78, 89.63
1288564.60, 89.63
1288779.41, 89.63
1288994.23, 89.64
1289209.04, 89.64
1289423.86, 89.65
1289638.67, 89.65
1289853.49, 89.66
1290068.30, 89.66
1290283.11, 89.67
1290497.93, 89.67
1290712.74, 89.68
1290927.56, 89.68
1291142.37, 89.68
1291357.19, 89.69
1291572.00, 89.69
1291786.81, 89.70
1292001.63, 89.70
1292216.44, 89.71
1292431.26, 89.71
1292646.07, 89.72
1292860.89, 89.72
1293075.70, 89.72
1293290.52, 89.73
1293505.33, 89.73
1293720.14, 89.74
1293934.96, 89.74
1294149.77, 89.75
1294364.59, 89.75
1294579.40, 89.76
